city,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,ndvi_ce,precipitation_amt_mm,precipitation_ground_mm,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases,precip_composite,precip_composite_lag1,reanalysis_air_temp_k_lag1,reanalysis_relative_humidity_percent_lag1,precip_composite_lag2,reanalysis_air_temp_k_lag2,reanalysis_relative_humidity_percent_lag2,precip_composite_lag3,reanalysis_air_temp_k_lag3,reanalysis_relative_humidity_percent_lag3,precip_composite_lag4,reanalysis_air_temp_k_lag4,reanalysis_relative_humidity_percent_lag4,precip_temp_interaction,weekofyear_sin,weekofyear_cos,week_temp_interaction,week_humidity_interaction,ndvi_ce_log,temp_binned_low,temp_binned_optimal,temp_binned_high,humidity_precip_interaction,temp_binned_low.1,temp_binned_optimal.1,temp_binned_high.1,temp_binned_low.2,temp_binned_optimal.2,temp_binned_high.2
sj,28.0,0.6094385679414157,0.4038461538461538,0.3773584905660373,0.2564102564102564,1.229910270463916,22.27,40.69,0.1538461538461314,296.04,43.72,0.20383275261324102,22.27,2.16,0.6468842729970324,7.16,0.445969125214408,0.5416666666666665,63.7,8,31.48,21.6,0.6936416184971087,0.17147856517935342,32.254999999999995,0.4305555555555663,0.4383318544809231,155.03,0.4351851851851916,0.5549549549549544,11.685,0.2592592592592508,0.3112128146453102,10531.969639999998,-0.17481830899700357,-0.7092657606104089,-0.1471660343929196,-79.10262986570046,-0.1058177218721352,1,0,0,2564.6756,1,0,0,1,0,0
sj,29.0,0.7721724979658258,0.6538461538461537,0.6966618287372995,0.5897435897435899,1.086380112609727,59.17,63.75,0.2358974358974266,296.33,40.9,0.3205574912892,59.17,2.41,0.756006509045659,6.9,0.5717552887364203,0.847222222222222,12.2,2,61.46,31.48,0.39768786127168193,0.2047244094488193,21.6,0.6944444444444425,0.1739130434782619,32.254999999999995,0.4305555555555663,0.4450450450450456,155.03,0.4351851851851916,0.5638443935926778,18692.21592,-0.2590362268988867,-0.6830223960375108,-0.2288644582720998,-76.80223417417997,-1.2179134482600202,1,0,0,5048.3244,1,0,0,1,0,0
sj,30.0,0.5443449959316518,0.576923076923077,0.4934687953555872,0.4102564102564102,1.1784341880024782,16.48,36.59,0.1794871794871627,295.96,42.53,0.07665505226480772,16.48,2.07,0.7521776586579879,6.36,0.445969125214408,0.6944444444444445,32.6,6,26.535000000000004,61.46,0.471676300578043,0.3219597550306223,31.48,0.3981481481481533,0.20763087843833244,21.6,0.6944444444444425,0.17657657657657772,32.254999999999995,0.4305555555555663,0.45217391304347965,9153.65492,-0.33947681331379953,-0.6468190268978963,-0.2902031421805928,-71.49171951124018,-0.4889848667377217,1,0,0,2142.4359,1,0,0,1,0,0
sj,31.0,0.5117982099267697,0.7307692307692307,0.9288824383163996,0.8461538461538461,1.226432156784089,32.66,64.67,0.3384615384615242,296.17,34.6,0.048780487804879744,32.66,2.59,0.7770651861778499,8.09,0.7547169811320752,0.6944444444444445,37.6,17,48.665,26.535000000000004,0.42080924855493285,0.07699037620297391,61.46,0.47222222222223,0.32653061224489927,31.48,0.3981481481481533,0.21081081081081143,21.6,0.6944444444444425,0.1794050343249443,16512.39062,-0.41496706335538835,-0.6011835798365078,-0.3882631967186782,-66.31603991371084,-0.131197649658401,1,0,0,3921.4257,1,0,0,1,0,0
sj,32.0,0.5117982099267697,0.3653846153846153,0.2902757619738748,0.2307692307692307,1.240112737258075,28.8,80.08,0.6102564102564124,296.53,20.0,0.0,28.8,2.33,0.7694074854025079,7.56,0.6289308176100624,0.763888888888889,11.4,23,54.44,48.665,0.5595375722543511,0.048993875765530936,26.535000000000004,0.4212962962963155,0.07808340727595324,61.46,0.47222222222223,0.3315315315315331,31.48,0.3981481481481533,0.21418764302059598,19434.03144,-0.48440615918880703,-0.5467815224335785,-0.5201457119375743,-59.61888109182822,-0.0317819019980228,1,0,0,4336.146,1,0,0,1,0,0
sj,33.0,0.5117982099267697,0.5,0.4354136429608122,0.3076923076923077,1.06736642449334,90.75,116.61,0.3435897435897244,297.04,101.9,0.6759581881533111,90.75,1.86,0.738776682301139,6.69,0.5717552887364203,0.6944444444444445,44.7,13,103.68,54.44,0.8046242774566502,0.0,48.665,0.5601851851852004,0.04968944099379056,26.535000000000004,0.4212962962963155,0.07927927927927864,61.46,0.47222222222223,0.33684210526316016,32651.24592,-0.5467815224335785,-0.48440615918880703,-0.513020217689856,-55.82166537071014,-1.3761541810932347,1,0,0,8727.782400000002,1,0,0,1,0,0
sj,34.0,0.6094385679414157,0.576923076923077,0.3193033381712623,0.3076923076923077,1.2092734626302766,32.4,64.81,0.5743589743589795,296.73,25.9,0.11324041811846922,32.4,2.49,0.7962094381162057,7.01,0.6289308176100624,0.763888888888889,5.4,21,48.605,103.68,0.6057803468208006,0.6789151356080494,54.44,0.8055555555555575,0.0,48.665,0.5601851851852004,0.0504504504504522,26.535000000000004,0.4212962962963155,0.08054919908466765,16544.27871,-0.6011835798365079,-0.41496706335538847,-0.634571091264989,-45.98484124788708,-0.2574681346261098,1,0,0,3934.57475,1,0,0,1,0,0
sj,35.0,0.7070789259560618,0.8846153846153846,0.5805515239477497,0.5897435897435899,1.3252105852911724,40.94,96.0,0.476923076923083,297.02,39.8,0.5313588850174207,40.94,1.9,0.8574710443189435,6.53,0.5031446540880505,0.9166666666666664,13.7,28,68.47,48.605,0.7768786127167736,0.11373578302712384,103.68,0.6064814814814721,0.6885536823425028,54.44,0.8055555555555575,0.0,48.665,0.5601851851852004,0.051258581235699784,23854.13784,-0.6468190268978958,-0.33947681331380014,-0.6507111392710975,-38.73467638984816,0.5630182532572577,1,0,0,5706.974499999999,1,0,0,1,0,0
sj,36.0,0.6908055329536208,0.6346153846153846,0.6386066763425247,0.4615384615384615,1.1928103912124293,28.86,78.7,0.6923076923076785,296.12,30.4,0.0,28.86,3.47,0.7942950129223699,7.61,0.5717552887364203,0.763888888888889,14.2,24,53.78,68.47,0.6797687861271792,0.5336832895888,48.605,0.7777777777777876,0.1153504880212977,103.68,0.6064814814814721,0.6990990990991003,54.44,0.8055555555555575,0.0,19158.18644,-0.6830223960375109,-0.2590362268988867,-0.7618980521073002,-27.364859133072496,-0.3803151832874631,1,0,0,4150.2026000000005,1,0,0,1,0,0
sj,37.0,0.5117982099267697,1.0,0.1741654571843248,0.2564102564102564,1.404975325681869,64.56,100.79,0.7692307692307736,297.19,24.18,0.21777003484320506,64.56,2.9,0.8632143199004503,8.06,0.6975414522584331,0.9166666666666664,25.9,20,82.67500000000001,53.78,0.8693641618497074,0.0,68.47,0.6805555555555662,0.5412599822537699,48.605,0.7777777777777876,0.11711711711711957,103.68,0.6064814814814721,0.710297482837531,27036.54707,-0.7092657606104089,-0.17481830899700357,-0.81890000022798,-19.51619242265033,1.0868328253606756,1,0,0,6742.146250000001,1,0,0,1,0,0
sj,38.0,0.6257119609438567,0.5961538461538461,0.5515239477503622,0.6666666666666666,1.2572714314118874,143.73,219.29,0.3128205128204921,296.43,36.6,0.233449477351918,143.73,1.74,0.7770651861778499,8.11,0.5717552887364203,0.847222222222222,3.3,40,181.51,82.67500000000001,0.9341040462427821,0.2187226596675407,53.78,0.8703703703703658,0.0,68.47,0.6805555555555662,0.5495495495495487,48.605,0.7777777777777876,0.1189931350114444,58959.07292,-0.725166433266207,-0.08805114649339613,-0.6690508166220114,-9.840614576044617,0.0913699484250058,1,0,0,14818.4764,1,0,0,1,0,0
sj,39.0,0.4955248169243286,0.75,0.4063860667634248,0.4871794871794871,1.065047682040122,51.39,102.75,0.6717948717948765,296.03,16.4,0.0,51.39,2.26,0.7962094381162057,7.73,0.5717552887364203,0.9166666666666664,15.8,27,77.07,181.51,0.5595375722543511,0.23447069116360608,82.67500000000001,0.9351851851851916,0.22182786157941364,53.78,0.8703703703703658,0.0,68.47,0.6805555555555662,0.5583524027459955,26240.15706,-0.7304925463923871,-8.358571441854761e-18,-0.8072346501665981,-1.4153855381145532e-14,-1.3956443842818973,1,0,0,5938.2435,1,0,0,1,0,0
sj,40.0,0.6745321399511798,0.6153846153846154,0.4354136429608122,0.3846153846153846,1.1573336316781953,31.18,112.45,0.8000000000000058,296.66,36.1,0.0,31.18,2.9,0.8785297214511344,8.03,0.6289308176100624,0.847222222222222,11.7,42,71.815,77.07,0.8231213872832406,0.0,181.51,0.5601851851852004,0.23779946761313378,82.67500000000001,0.9351851851851916,0.22522522522522467,53.78,0.8703703703703658,0.0,26489.39382,-0.725166433266207,0.08805114649339614,-0.8485983521561774,9.464540133647978,-0.6509088870842314,1,0,0,5638.913799999999,1,0,0,1,0,0
sj,41.0,0.5768917819365338,0.3846153846153846,0.3483309143686497,0.282051282051282,1.2002303670627266,51.42,123.63,0.3333333333333232,296.93,132.4,0.6637630662020894,51.42,2.57,0.8517277687374366,7.31,0.6289308176100624,0.9166666666666664,57.7,33,87.525,71.815,0.9849710982658922,0.0,77.07,0.8240740740740766,0.0,181.51,0.5601851851852004,0.24144144144144325,82.67500000000001,0.9351851851851916,0.22883295194507994,30575.82462,-0.7092657606104089,0.1748183089970035,-0.66177471801719,20.12884052322645,-0.324738961765832,1,0,0,7361.72775,1,0,0,1,0,0
sj,42.0,0.5117982099267697,0.3846153846153846,0.3483309143686497,0.3076923076923077,1.3720491828461745,143.55,228.64,0.0102564102564007,296.54,203.96500000000023,0.9268292682926829,143.55,1.87,0.6602852493538814,7.4,0.5717552887364203,0.763888888888889,61.8,43,186.095,87.525,0.5595375722543511,0.666666666666665,71.815,0.9861111111111064,0.0,77.07,0.8240740740740766,0.0,181.51,0.5601851851852004,0.24530892448512803,60771.40959999999,-0.6830223960375109,0.2590362268988867,-0.5251400125505938,30.361270428581896,0.8743045458865756,1,0,0,15933.4539,1,0,0,1,0,0
sj,43.0,0.5443449959316518,0.4230769230769231,0.2031930333817124,0.1794871794871794,1.282081975661319,127.03,201.51,-0.1282051282051292,296.26,94.52,0.9059233449477344,127.03,1.8,0.495644682684024,7.63,0.5031446540880505,0.5416666666666665,91.5,37,164.26999999999998,186.095,0.254335260115603,0.9308836395450562,87.525,0.5601851851852004,0.6761313220940535,71.815,0.9861111111111064,0.0,77.07,0.8240740740740766,0.0,53552.7174,-0.6468190268978963,0.33947681331379964,-0.4517890811519535,39.73383120974216,0.2665006120401431,1,0,0,14045.085,1,0,0,1,0,0
sj,44.0,0.7070789259560618,0.5961538461538461,0.7547169811320746,0.641025641025641,1.3627742130333027,101.35,216.73,0.251282051282028,296.53,22.26,0.433797909407666,101.35,1.79,0.7253757059442901,8.64,0.6289308176100624,0.6944444444444445,6.3,57,159.04,164.26999999999998,0.1156069364161847,0.9098862642169713,186.095,0.2546296296296254,0.9440993788819873,87.525,0.5601851851852004,0.6864864864864855,71.815,0.9861111111111064,0.0,54585.62868,-0.6011835798365084,0.4149670633553879,-0.5358600326237611,47.03008038187231,0.8135162299099886,1,0,0,13166.9216,1,0,0,1,0,0
sj,45.0,0.5443449959316518,0.5961538461538461,0.3483309143686497,0.358974358974359,1.307820016892038,20.46,164.3,0.3846153846153866,296.56,14.4,0.24738675958188208,20.46,2.39,0.8210969656360677,8.43,0.6289308176100624,0.847222222222222,6.6,71,92.38,159.04,0.49942196531793714,0.4356955380577429,164.26999999999998,0.1157407407407404,0.9228039041703626,186.095,0.2546296296296254,0.9585585585585589,87.525,0.5601851851852004,0.6974828375286044,36340.76556000001,-0.5467815224335785,0.48440615918880725,-0.5244206669718587,54.19038363143778,0.4446325074913189,1,0,0,7549.2936,1,0,0,1,0,0
sj,46.0,0.7721724979658258,0.673076923076923,0.3483309143686497,0.4615384615384615,1.3970916013409278,20.0,101.8,0.6205128205128136,295.69,7.1,0.0,20.0,2.2,0.6430554226093614,8.6,0.5717552887364203,0.6111111111111109,38.9,44,60.9,92.38,0.6104046242774788,0.2484689413823275,159.04,0.5000000000000175,0.44188110026619387,164.26999999999998,0.1157407407407404,0.9369369369369365,186.095,0.2546296296296254,0.9739130434782628,23205.041,-0.4844061591888074,0.5467815224335785,-0.5226706911217355,56.68471895899747,1.0364027866798011,1,0,0,4611.957,1,0,0,1,0,0
sj,47.0,0.7396257119609438,0.8846153846153846,0.2031930333817124,0.2051282051282051,1.2041722292331971,20.04,130.53,0.1794871794871627,295.38,36.7,0.0,20.04,2.53,0.501387958265531,7.41,0.445969125214408,0.6111111111111109,9.6,56,75.285,60.9,0.7861271676300776,0.0,92.38,0.6111111111111326,0.2519964507542151,159.04,0.5000000000000175,0.4486486486486494,164.26999999999998,0.1157407407407404,0.9519450800915343,29167.18233,-0.41496706335538863,0.601183579836508,-0.3547362911524411,64.31618911958925,-0.2953536796446829,1,0,0,5883.52275,1,0,0,1,0,0
sj,48.0,0.5280716029292107,0.673076923076923,0.3483309143686497,0.2307692307692307,1.4295539956859786,33.61,136.14,-0.5282051282051468,294.81,44.3,0.18989547038327692,33.61,1.99,0.3865224466353976,7.13,0.3773584905660377,0.388888888888889,26.7,53,84.875,75.285,0.39768786127168193,0.0,60.9,0.7870370370370559,0.0,92.38,0.6111111111111326,0.25585585585585646,159.04,0.5000000000000175,0.4558352402746011,31428.82944,-0.3394768133137998,0.6468190268978964,-0.1681054787021721,72.06726592791476,1.2422587783536996,1,0,0,6907.97625,1,0,0,1,0,0
sj,49.0,0.4792514239218876,0.4230769230769231,0.6095791001451372,0.5128205128205129,1.4717551083345448,9.96,107.49,-0.3076923076923215,294.78,71.8,0.0,9.96,2.06,0.3463195175648508,5.54,0.1829616923956544,0.6111111111111109,69.0,52,58.725,84.875,-0.18959537572252827,0.19072615923009775,75.285,0.3981481481481533,0.0,60.9,0.7870370370370559,0.0,92.38,0.6111111111111326,0.2599542334096121,23355.08274,-0.2590362268988869,0.683022396037511,-0.1573021202873131,74.71714795299148,1.5029916336930291,1,0,0,4692.71475,1,0,0,1,0,0
sj,50.0,0.4955248169243286,0.75,0.3773584905660373,0.4102564102564102,1.3790054102058282,0.0,92.77,-0.5179487179487458,292.0,4.1,0.0,0.0,2.99,0.0974442423662296,7.77,0.1829616923956544,0.2222222222222219,2.8,47,46.385,58.725,-0.050867052023092565,0.0,84.875,-0.1898148148147995,0.1934338952972511,75.285,0.3981481481481533,0.0,60.9,0.7870370370370559,0.0,19364.809799999995,-0.17481830899700385,0.7092657606104091,-0.0874795003202487,66.7231216935183,0.919626717812236,1,0,0,3187.5772,1,0,0,1,0,0
sj,51.0,0.7721724979658258,0.7692307692307693,0.5805515239477497,0.641025641025641,1.3595279735987975,52.45,105.73,-0.4666666666666826,294.56,32.31,0.0,52.45,2.87,0.2927156121374558,6.59,0.3201829616923957,0.4583333333333335,19.8,26,79.09,46.385,-0.2080924855491361,0.0,58.725,-0.050925925925897,0.0,84.875,-0.1898148148147995,0.19639639639639822,75.285,0.3981481481481533,0.0,26771.2318,-0.08805114649339642,0.7251664332662071,-0.0463558484751554,79.49612663777216,0.7921425327361651,1,0,0,6333.5272,1,0,0,1,0,0
sj,52.0,0.7884458909682668,0.7884615384615385,0.3193033381712623,0.282051282051282,1.299704418305775,0.0,51.56,-0.6153846153846427,292.11,5.46,0.0,0.0,2.29,0.1874222264765003,5.84,0.1257861635220123,0.4583333333333335,20.9,27,25.78,79.09,-0.16184971098263412,0.0,46.385,-0.2083333333333362,0.0,58.725,-0.050925925925897,0.0,84.875,-0.1898148148147995,0.19954233409611202,10756.85968,3.524164827820677e-16,0.7304925463923873,2.1186499258947543e-16,69.68,0.3888460476710948,1,0,0,1796.3504000000005,1,0,0,1,0,0
sj,1.0,0.5443449959316518,0.5192307692307693,0.2612481857764873,0.3076923076923077,1.308747513873325,0.0,44.23,-1.1025641025641266,291.91,4.8,0.0,0.0,2.53,0.0400114865511629,7.46,0.1829616923956544,0.1527777777777774,5.3,21,22.115,25.78,-0.28208092485546205,0.0,79.09,-0.162037037037012,0.0,46.385,-0.2083333333333362,0.0,58.725,-0.050925925925897,0.0,9197.27466,0.08805114649339575,0.7251664332662071,0.0178997830745644,72.40818527671206,0.4509860480118957,1,0,0,1613.0680999999995,1,0,0,1,0,0
sj,2.0,0.5117982099267697,0.4423076923076923,0.5515239477503622,0.2307692307692307,1.2113603308381726,15.85,63.9,-0.748717948717972,293.28,26.33,0.0,15.85,1.89,0.1395615966306115,6.31,0.057175528873642,0.4583333333333335,31.7,21,39.875,22.115,-0.735260115606915,0.0,25.78,-0.2824074074073778,0.0,79.09,-0.162037037037012,0.0,46.385,-0.2083333333333362,0.0,14730.19995,0.17481830899700354,0.7092657606104091,0.0669764924326904,74.40327146935836,-0.2420155451339282,1,0,0,3055.62125,1,0,0,1,0,0
sj,3.0,0.5117982099267697,0.8076923076923076,0.5805515239477497,0.4358974358974358,1.2120559535741382,0.0,43.44,-0.8358974358974388,293.41,27.4,0.0,0.0,2.0,0.2027376280271844,6.57,0.1829616923956544,0.4583333333333335,16.5,26,21.72,39.875,-0.45317919075143515,0.0,22.115,-0.7361111111110887,0.0,25.78,-0.2824074074073778,0.0,79.09,-0.162037037037012,0.0,9043.94736,0.2590362268988865,0.683022396037511,0.0877651314907768,73.39877505080507,-0.236870597163544,1,0,0,1705.02,1,0,0,1,0,0
sj,4.0,0.8372660699755898,0.8461538461538461,0.4644412191581997,0.3846153846153846,1.2973856758525573,0.0,71.27,-0.5846153846154105,292.38,0.7,0.0,0.0,2.56,0.1012730927539006,7.77,0.1829616923956544,0.0694444444444444,6.8,34,35.635,21.72,-0.56878612716762,0.0,39.875,-0.4537037037036933,0.0,22.115,-0.7361111111110887,0.0,25.78,-0.2824074074073778,0.0,14860.93532,0.33947681331379975,0.6468190268978964,0.1583730562509925,63.39865143676983,0.3728430684233197,1,0,0,2551.4659999999994,1,0,0,1,0,0
sj,5.0,0.4467046379170056,0.7307692307692307,0.5224963715529747,0.3846153846153846,1.2707201376405513,0.0,64.69,-0.5435897435897483,292.57,5.7,0.0,0.0,2.77,0.1242461950799267,8.16,0.251572327044025,0.1527777777777774,5.9,37,32.345,35.635,-0.3560693641618407,0.0,21.72,-0.5694444444444338,0.0,39.875,-0.4537037037036933,0.0,22.115,-0.7361111111110887,0.0,13496.14532,0.41496706335538824,0.601183579836508,0.2022429464802048,59.07378189384665,0.1867251112044595,1,0,0,2321.7241,1,0,0,1,0,0
sj,6.0,0.9186330349877948,0.6923076923076923,0.5805515239477497,0.4615384615384615,1.285791963586468,0.0,31.99,-0.6974358974359087,293.15,19.69,0.0,0.0,2.43,0.1682779745381445,6.89,0.251572327044025,0.388888888888889,7.3,17,15.995,32.345,-0.28208092485546205,0.0,35.635,-0.3564814814814721,0.0,21.72,-0.5694444444444338,0.0,39.875,-0.4537037037036933,0.0,6667.29182,0.484406159188807,0.5467815224335786,0.198210865956793,56.72962960388776,0.2923967098949031,1,0,0,1212.26105,1,0,0,1,0,0
sj,7.0,0.4141578519121237,0.673076923076923,0.6386066763425247,0.5641025641025642,1.128581225258293,18.05,56.56,-1.1179487179487282,292.97,21.4,0.0,18.05,3.2,0.1835933760888293,8.87,0.5031446540880505,0.1527777777777774,5.6,19,37.305,15.995,-0.4208092485548978,0.0,32.345,-0.2824074074073778,0.0,35.635,-0.3564814814814721,0.0,21.72,-0.5694444444444338,0.0,13361.67816,0.5467815224335782,0.48440615918880736,0.106879212018721,52.320377735198754,-0.8763703298606861,1,0,0,2943.3645,1,0,0,1,0,0
sj,8.0,0.5117982099267697,0.6538461538461537,0.1451378809869374,0.1794871794871794,1.3632379615239465,0.0,47.72,-0.8615384615384702,293.63,26.2,0.0,0.0,2.57,0.3176031396573178,8.47,0.5031446540880505,0.3055555555555554,17.8,25,23.86,37.305,-0.8184971098265799,0.0,15.995,-0.4212962962962804,0.0,32.345,-0.2824074074073778,0.0,35.635,-0.3564814814814721,0.0,9934.68364,0.6011835798365077,0.41496706335538874,0.1958552750817862,45.29748290434237,0.8165654582756563,1,0,0,1902.5964,1,0,0,1,0,0
sj,9.0,0.5768917819365338,0.6538461538461537,0.2322206095790999,0.358974358974359,1.4110040560602353,31.79,67.56,-0.748717948717972,293.41,23.8,0.0,31.79,2.11,0.2065664784148561,7.2,0.3201829616923957,0.3055555555555554,30.7,18,49.675,23.86,-0.5734104046242632,0.0,37.305,-0.8194444444444338,0.0,15.995,-0.4212962962962804,0.0,32.345,-0.2824074074073778,0.0,16907.195789999998,0.646819026897896,0.33947681331380003,0.2478096825721479,36.23911295597308,1.1252064023033037,1,0,0,3873.6565,1,0,0,1,0,0
