weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,ndvi_ce,precipitation_amt_mm,precipitation_ground_mm,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases,precip_composite,precip_composite_lag1,reanalysis_air_temp_k_lag1,reanalysis_relative_humidity_percent_lag1,precip_composite_lag2,reanalysis_air_temp_k_lag2,reanalysis_relative_humidity_percent_lag2,precip_composite_lag3,reanalysis_air_temp_k_lag3,reanalysis_relative_humidity_percent_lag3,precip_composite_lag4,reanalysis_air_temp_k_lag4,reanalysis_relative_humidity_percent_lag4,precip_temp_interaction,weekofyear_sin,weekofyear_cos,week_temp_interaction,week_humidity_interaction,ndvi_ce_log,temp_binned_low,temp_binned_optimal,temp_binned_high,humidity_precip_interaction,temp_binned_low,temp_binned_optimal,temp_binned_high,temp_binned_low,temp_binned_optimal,temp_binned_high
36.0,0.6908055329536208,0.6346153846153846,0.6386066763425247,0.4615384615384615,1.1928103912124293,28.86,78.7,0.6923076923076785,296.12,30.4,0.0,28.86,3.47,0.7942950129223699,7.61,0.5717552887364203,0.763888888888889,14.2,24,53.78,68.47,0.679768786127185,0.3471826977803073,48.605,0.7777777777777876,0.07466973004020849,103.68,0.6064814814814721,0.4501160092807439,54.44,0.8055555555555575,0.0,19158.18644,-2.1037865460421834,-0.7978609958457057,-0.7618980521073002,-27.364859133072496,-0.38031518328746317,1,0,0,4150.2026000000005,1,0,0,1,0,0
37.0,0.5117982099267697,1.0,0.1741654571843248,0.2564102564102564,1.404975325681869,64.56,100.79,0.7692307692307736,297.19,24.18,0.1418842224744608,64.56,2.9,0.8632143199004503,8.06,0.6975414522584331,0.9166666666666664,25.9,20,82.67500000000001,53.78,0.869364161849715,0.0,68.47,0.6805555555555662,0.35037334865020114,48.605,0.7777777777777876,0.07540603248260033,103.68,0.6064814814814721,0.45473190741283553,27036.54707,-2.184619089208617,-0.5384602446470048,-0.81890000022798,-19.51619242265033,1.0868328253606756,1,0,0,6742.146250000001,1,0,0,1,0,0
38.0,0.6257119609438567,0.5961538461538461,0.5515239477503622,0.6666666666666666,1.2572714314118874,143.73,219.29,0.31282051282049217,296.43,36.6,0.15209988649262343,143.73,1.74,0.7770651861778499,8.11,0.5717552887364203,0.847222222222222,3.3,40,181.51,82.67500000000001,0.9341040462427902,0.14228799089356847,53.78,0.8703703703703658,0.0,68.47,0.6805555555555662,0.3538283062645012,48.605,0.7777777777777876,0.0761793143861724,58959.07292,-2.2335949667206214,-0.2712075305744779,-0.6690508166220114,-9.840614576044617,0.09136994842500587,1,0,0,14818.4764,1,0,0,1,0,0
39.0,0.4955248169243286,0.75,0.4063860667634248,0.4871794871794871,1.065047682040122,51.39,102.75,0.6717948717948765,296.03,16.4,0.0,51.39,2.26,0.7962094381162057,7.73,0.5717552887364203,0.9166666666666664,15.8,27,77.07,181.51,0.559537572254356,0.1525327262379069,82.67500000000001,0.9351851851851917,0.14359563469270528,53.78,0.8703703703703658,0.0,68.47,0.6805555555555662,0.35745678288895466,26240.15706,-2.25,-4.133182947122316e-16,-0.8072346501665981,-1.4153855381145532e-14,-1.3956443842818973,1,0,0,5938.2435,1,0,0,1,0,0
40.0,0.6745321399511798,0.6153846153846154,0.4354136429608122,0.3846153846153846,1.1573336316781953,31.18,112.45,0.8000000000000058,296.66,36.1,0.0,31.18,2.9,0.8785297214511344,8.03,0.6289308176100624,0.847222222222222,11.7,42,71.815,77.07,0.8231213872832477,0.0,181.51,0.5601851851852004,0.15393452039058156,82.67500000000001,0.9351851851851917,0.14501160092807416,53.78,0.8703703703703658,0.0,26489.39382,-2.2335949667206214,0.2712075305744772,-0.8485983521561774,9.464540133647978,-0.6509088870842314,1,0,0,5638.913799999999,1,0,0,1,0,0
41.0,0.5768917819365338,0.3846153846153846,0.3483309143686497,0.282051282051282,1.2002303670627266,51.42,123.63,0.3333333333333232,296.93,132.4,0.43246311010215677,51.42,2.57,0.8517277687374366,7.31,0.6289308176100624,0.9166666666666664,57.7,33,87.525,71.815,0.9849710982659008,0.0,77.07,0.8240740740740766,0.0,181.51,0.5601851851852004,0.15545243619489701,82.67500000000001,0.9351851851851917,0.14649868151186657,30575.82462,-2.184619089208617,0.5384602446470039,-0.66177471801719,20.12884052322645,-0.32473896176583206,1,0,0,7361.72775,1,0,0,1,0,0
42.0,0.5117982099267697,0.3846153846153846,0.3483309143686497,0.3076923076923077,1.3720491828461743,143.55,228.64,0.010256410256400787,296.54,203.96500000000023,0.6038592508513065,143.55,1.87,0.6602852493538814,7.4,0.5717552887364203,0.763888888888889,61.8,43,186.095,87.525,0.559537572254356,0.433693796243597,71.815,0.9861111111111063,0.0,77.07,0.8240740740740766,0.0,181.51,0.5601851851852004,0.15704658658072249,60771.40959999999,-2.1037865460421834,0.7978609958457048,-0.5251400125505938,30.361270428581896,0.8743045458865756,1,0,0,15933.4539,1,0,0,1,0,0
43.0,0.5443449959316518,0.4230769230769231,0.2031930333817124,0.1794871794871794,1.282081975661319,127.03,201.51,-0.12820512820512925,296.26,94.52,0.5902383654937579,127.03,1.8,0.495644682684024,7.63,0.5031446540880505,0.5416666666666665,91.5,37,164.26999999999998,186.095,0.2543352601156052,0.6055776892430289,87.525,0.5601851851852004,0.43767949454336597,71.815,0.9861111111111063,0.0,77.07,0.8240740740740766,0.0,53552.7174,-1.9922760577197227,1.045627137098478,-0.4517890811519535,39.73383120974216,0.2665006120401431,1,0,0,14045.085,1,0,0,1,0,0
44.0,0.7070789259560618,0.5961538461538461,0.7547169811320746,0.641025641025641,1.3627742130333027,101.35,216.73,0.251282051282028,296.53,22.26,0.28263337116912696,101.35,1.79,0.7253757059442901,8.64,0.6289308176100624,0.6944444444444445,6.3,57,159.04,164.26999999999998,0.11560693641618579,0.5919180421172457,186.095,0.25462962962962543,0.6111430212521551,87.525,0.5601851851852004,0.44199535962877035,71.815,0.9861111111111063,0.0,54585.62868,-1.8517136982607283,1.2781456801450983,-0.5358600326237611,47.03008038187231,0.8135162299099886,1,0,0,13166.9216,1,0,0,1,0,0
45.0,0.5443449959316518,0.5961538461538461,0.3483309143686497,0.358974358974359,1.307820016892038,20.46,164.3,0.3846153846153866,296.56,14.4,0.1611804767309882,20.46,2.39,0.8210969656360677,8.43,0.6289308176100624,0.847222222222222,6.6,71,92.38,159.04,0.4994219653179415,0.28343767785998947,164.26999999999998,0.11574074074074042,0.5973578403216548,186.095,0.25462962962962543,0.6171693735498851,87.525,0.5601851851852004,0.4465279812481696,36340.76556000001,-1.6841491833849775,1.492025981041789,-0.5244206669718587,54.19038363143778,0.4446325074913189,1,0,0,7549.2936,1,0,0,1,0,0
46.0,0.7721724979658258,0.673076923076923,0.3483309143686497,0.4615384615384615,1.3970916013409278,20.0,101.8,0.6205128205128136,295.69,7.1,0.0,20.0,2.2,0.6430554226093614,8.6,0.5717552887364203,0.6111111111111109,38.9,44,60.9,92.38,0.6104046242774841,0.16163915765509454,159.04,0.5000000000000175,0.28604250430787,164.26999999999998,0.11574074074074042,0.6032482598607894,186.095,0.25462962962962543,0.6234983885145056,23205.041,-1.49202598104179,1.684149183384977,-0.5226706911217355,56.68471895899747,1.0364027866798013,1,0,0,4611.957,1,0,0,1,0,0
47.0,0.7396257119609438,0.8846153846153846,0.2031930333817124,0.2051282051282051,1.2041722292331971,20.04,130.53,0.1794871794871627,295.38,36.7,0.0,20.04,2.53,0.501387958265531,7.41,0.445969125214408,0.6111111111111109,9.6,56,75.285,60.9,0.7861271676300844,0.0,92.38,0.6111111111111326,0.16312464101091395,159.04,0.5000000000000175,0.2888631090487248,164.26999999999998,0.11574074074074042,0.6094345150893659,29167.18233,-1.2781456801451008,1.851713698260727,-0.3547362911524411,64.31618911958925,-0.2953536796446829,1,0,0,5883.52275,1,0,0,1,0,0
48.0,0.5280716029292107,0.673076923076923,0.3483309143686497,0.2307692307692307,1.4295539956859786,33.61,136.14,-0.5282051282051468,294.81,44.3,0.12372304199773128,33.61,1.99,0.3865224466353976,7.13,0.3773584905660377,0.388888888888889,26.7,53,84.875,75.285,0.3976878612716854,0.0,60.9,0.7870370370370559,0.0,92.38,0.6111111111111326,0.16473317865429302,159.04,0.5000000000000175,0.2918253735716393,31428.82944,-1.0456271370984787,1.9922760577197227,-0.1681054787021721,72.06726592791476,1.2422587783536996,1,0,0,6907.97625,1,0,0,1,0,0
49.0,0.4792514239218876,0.4230769230769231,0.6095791001451372,0.5128205128205129,1.4717551083345448,9.96,107.49,-0.3076923076923215,294.78,71.8,0.0,9.96,2.06,0.3463195175648508,5.54,0.1829616923956544,0.6111111111111109,69.0,52,58.725,84.875,-0.18959537572252996,0.12407512805919318,75.285,0.39814814814815336,0.0,60.9,0.7870370370370559,0.0,92.38,0.6111111111111326,0.1664225021974812,23355.08274,-0.7978609958457057,2.1037865460421834,-0.1573021202873131,74.71714795299148,1.5029916336930293,1,0,0,4692.71475,1,0,0,1,0,0
50.0,0.4955248169243286,0.75,0.3773584905660373,0.4102564102564102,1.3790054102058282,0.0,92.77,-0.5179487179487458,292.0,4.1,0.0,0.0,2.99,0.0974442423662296,7.77,0.1829616923956544,0.2222222222222219,2.8,47,46.385,58.725,-0.050867052023093,0.0,84.875,-0.18981481481479953,0.1252153934520405,75.285,0.39814814814815336,0.0,60.9,0.7870370370370559,0.0,19364.809799999995,-0.538460244647005,2.184619089208617,-0.0874795003202487,66.7231216935183,0.919626717812236,1,0,0,3187.5771999999997,1,0,0,1,0,0
51.0,0.7721724979658258,0.7692307692307693,0.5805515239477497,0.641025641025641,1.3595279735987975,52.45,105.73,-0.4666666666666826,294.56,32.31,0.0,52.45,2.87,0.2927156121374558,6.59,0.3201829616923957,0.4583333333333335,19.8,26,79.09,46.385,-0.20809248554913792,0.0,58.725,-0.05092592592589701,0.0,84.875,-0.18981481481479953,0.12645011600928216,75.285,0.39814814814815336,0.0,26771.2318,-0.2712075305744781,2.2335949667206214,-0.0463558484751554,79.49612663777216,0.7921425327361651,1,0,0,6333.5272,1,0,0,1,0,0
52.0,0.7884458909682668,0.7884615384615385,0.3193033381712623,0.282051282051282,1.2997044183057753,0.0,51.56,-0.6153846153846427,292.11,5.46,0.0,0.0,2.29,0.1874222264765003,5.84,0.1257861635220123,0.4583333333333335,20.9,27,25.78,79.09,-0.16184971098263556,0.0,46.385,-0.20833333333333626,0.0,58.725,-0.05092592592589701,0.0,84.875,-0.18981481481479953,0.12774685027834917,10756.85968,1.447310384708973e-15,2.25,2.1186499258947546e-16,69.68,0.3888460476710948,1,0,0,1796.3504000000003,1,0,0,1,0,0
1.0,0.5443449959316518,0.5192307692307693,0.2612481857764873,0.3076923076923077,1.308747513873325,0.0,44.23,-1.1025641025641266,291.91,4.8,0.0,0.0,2.53,0.0400114865511629,7.46,0.1829616923956544,0.1527777777777774,5.3,21,22.115,25.78,-0.28208092485546454,0.0,79.09,-0.16203703703701203,0.0,46.385,-0.20833333333333626,0.0,58.725,-0.05092592592589701,0.0,9197.27466,0.2712075305744768,2.2335949667206214,0.0178997830745644,72.40818527671206,0.4509860480118957,1,0,0,1613.0680999999997,1,0,0,1,0,0
2.0,0.5117982099267697,0.4423076923076923,0.5515239477503622,0.2307692307692307,1.2113603308381726,15.85,63.9,-0.748717948717972,293.28,26.33,0.0,15.85,1.89,0.1395615966306115,6.31,0.057175528873642,0.4583333333333335,31.7,21,39.875,22.115,-0.7352601156069213,0.0,25.78,-0.28240740740737785,0.0,79.09,-0.16203703703701203,0.0,46.385,-0.20833333333333626,0.0,14730.19995,0.5384602446470048,2.184619089208617,0.0669764924326904,74.40327146935836,-0.24201554513392828,1,0,0,3055.6212499999997,1,0,0,1,0,0
3.0,0.5117982099267697,0.8076923076923076,0.5805515239477497,0.4358974358974358,1.2120559535741382,0.0,43.44,-0.8358974358974388,293.41,27.4,0.0,0.0,2.0,0.2027376280271844,6.57,0.1829616923956544,0.4583333333333335,16.5,26,21.72,39.875,-0.45317919075143914,0.0,22.115,-0.7361111111110887,0.0,25.78,-0.28240740740737785,0.0,79.09,-0.16203703703701203,0.0,9043.94736,0.7978609958457052,2.1037865460421834,0.0877651314907768,73.39877505080507,-0.236870597163544,1,0,0,1705.02,1,0,0,1,0,0
4.0,0.8372660699755898,0.8461538461538461,0.4644412191581997,0.3846153846153846,1.2973856758525573,0.0,71.27,-0.5846153846154105,292.38,0.7,0.0,0.0,2.56,0.1012730927539006,7.77,0.1829616923956544,0.0694444444444444,6.8,34,35.635,21.72,-0.5687861271676249,0.0,39.875,-0.4537037037036933,0.0,22.115,-0.7361111111110887,0.0,25.78,-0.28240740740737785,0.0,14860.93532,1.045627137098479,1.9922760577197223,0.1583730562509925,63.39865143676983,0.3728430684233197,1,0,0,2551.4659999999994,1,0,0,1,0,0
5.0,0.4467046379170056,0.7307692307692307,0.5224963715529747,0.3846153846153846,1.2707201376405513,0.0,64.69,-0.5435897435897483,292.57,5.7,0.0,0.0,2.77,0.1242461950799267,8.16,0.251572327044025,0.1527777777777774,5.9,37,32.345,35.635,-0.3560693641618438,0.0,21.72,-0.5694444444444338,0.0,39.875,-0.4537037037036933,0.0,22.115,-0.7361111111110887,0.0,13496.14532,1.2781456801451005,1.851713698260727,0.2022429464802048,59.07378189384665,0.1867251112044595,1,0,0,2321.7241,1,0,0,1,0,0
6.0,0.9186330349877948,0.6923076923076923,0.5805515239477497,0.4615384615384615,1.2857919635864679,0.0,31.99,-0.6974358974359087,293.15,19.69,0.0,0.0,2.43,0.1682779745381445,6.89,0.251572327044025,0.388888888888889,7.3,17,15.995,32.345,-0.28208092485546454,0.0,35.635,-0.3564814814814721,0.0,21.72,-0.5694444444444338,0.0,39.875,-0.4537037037036933,0.0,6667.29182,1.492025981041789,1.6841491833849775,0.198210865956793,56.72962960388776,0.2923967098949031,1,0,0,1212.26105,1,0,0,1,0,0
7.0,0.4141578519121237,0.673076923076923,0.6386066763425247,0.5641025641025642,1.128581225258293,18.05,56.56,-1.1179487179487282,292.97,21.4,0.0,18.05,3.2,0.1835933760888293,8.87,0.5031446540880505,0.1527777777777774,5.6,19,37.305,15.995,-0.42080924855490154,0.0,32.345,-0.28240740740737785,0.0,35.635,-0.3564814814814721,0.0,21.72,-0.5694444444444338,0.0,13361.67816,1.6841491833849775,1.4920259810417895,0.106879212018721,52.320377735198754,-0.8763703298606861,1,0,0,2943.3645,1,0,0,1,0,0
8.0,0.5117982099267697,0.6538461538461537,0.1451378809869374,0.1794871794871794,1.3632379615239463,0.0,47.72,-0.8615384615384702,293.63,26.2,0.0,0.0,2.57,0.3176031396573178,8.47,0.5031446540880505,0.3055555555555554,17.8,25,23.86,37.305,-0.818497109826587,0.0,15.995,-0.4212962962962804,0.0,32.345,-0.28240740740737785,0.0,35.635,-0.3564814814814721,0.0,9934.68364,1.851713698260727,1.2781456801451008,0.1958552750817862,45.29748290434237,0.8165654582756563,1,0,0,1902.5964,1,0,0,1,0,0
9.0,0.5768917819365338,0.6538461538461537,0.2322206095790999,0.358974358974359,1.4110040560602353,31.79,67.56,-0.748717948717972,293.41,23.8,0.0,31.79,2.11,0.2065664784148561,7.2,0.3201829616923957,0.3055555555555554,30.7,18,49.675,23.86,-0.5734104046242682,0.0,37.305,-0.8194444444444338,0.0,15.995,-0.4212962962962804,0.0,32.345,-0.28240740740737785,0.0,16907.195789999998,1.9922760577197223,1.0456271370984793,0.2478096825721479,36.23911295597308,1.1252064023033037,1,0,0,3873.6565,1,0,0,1,0,0
10.0,0.6419853539462977,0.75,0.5515239477503622,0.4358974358974358,1.3692666919023129,0.0,38.11,-0.6205128205128431,293.53,8.3,0.0,0.0,2.24,0.3501483679525225,8.31,0.3773584905660377,0.388888888888889,10.9,21,19.055,49.675,-0.5271676300578009,0.0,23.86,-0.5740740740740591,0.0,37.305,-0.8194444444444338,0.0,15.995,-0.4212962962962804,0.0,7943.877059999999,2.1037865460421834,0.7978609958457048,0.3061833293515286,27.418049866128847,0.856111305555239,1,0,0,1473.3326,1,0,0,1,0,0
