city,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,ndvi_ce,precipitation_amt_mm,precipitation_ground_mm,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases,precip_composite,precip_composite_lag1,reanalysis_air_temp_k_lag1,reanalysis_relative_humidity_percent_lag1,precip_composite_lag2,reanalysis_air_temp_k_lag2,reanalysis_relative_humidity_percent_lag2,precip_composite_lag3,reanalysis_air_temp_k_lag3,reanalysis_relative_humidity_percent_lag3,precip_composite_lag4,reanalysis_air_temp_k_lag4,reanalysis_relative_humidity_percent_lag4,precip_temp_interaction,weekofyear_sin,weekofyear_cos,week_temp_interaction,week_humidity_interaction
sj,39.0,0.4955248169243286,0.75,0.4063860667634248,0.4871794871794871,0.0634407935200422,51.39,102.75,0.8072346501665981,296.03,16.4,77.05,51.39,2.26,0.7962094381162057,7.73,0.5717552887364203,0.9166666666666664,15.8,27,77.07,181.51,299.86,81.64,82.67500000000001,300.67,81.55,53.78,300.53,77.17,68.47,300.12,83.35,26240.15706,-1.0,-1.8369701987210297e-16,-0.8072346501665981,-1.4153855381145533e-14
sj,40.0,0.6745321399511798,0.6153846153846154,0.4354136429608122,0.3846153846153846,0.1557267431581153,31.18,112.45,0.8548310328415154,296.66,36.1,78.52,31.18,2.9,0.8785297214511344,8.03,0.6289308176100624,0.847222222222222,11.7,42,71.815,77.07,300.43,77.05,181.51,299.86,81.64,82.67500000000001,300.67,81.55,53.78,300.53,77.17,26489.39382,-0.992708874098054,0.12053668025532321,-0.8485983521561774,9.464540133647978
sj,41.0,0.5768917819365338,0.3846153846153846,0.3483309143686497,0.282051282051282,0.1986234785426467,51.42,123.63,0.6815801999048119,296.93,132.4,84.11,51.42,2.57,0.8517277687374366,7.31,0.6289308176100624,0.9166666666666664,57.7,33,87.525,71.815,300.78,78.52,77.07,300.43,77.05,181.51,299.86,81.64,82.67500000000001,300.67,81.55,30575.82462,-0.9709418174260521,0.23931566428755738,-0.66177471801719,20.12884052322645
sj,42.0,0.5117982099267697,0.3846153846153846,0.3483309143686497,0.3076923076923077,0.3704422943260944,143.55,228.64,0.5616373155640213,296.54,203.96500000000023,85.62,143.55,1.87,0.6602852493538814,7.4,0.5717552887364203,0.763888888888889,61.8,43,186.095,87.525,299.86,84.11,71.815,300.78,78.52,77.07,300.43,77.05,181.51,299.86,81.64,60771.40959999999,-0.9350162426854148,0.35460488704253557,-0.5251400125505938,30.361270428581896
sj,43.0,0.5443449959316518,0.4230769230769231,0.2031930333817124,0.1794871794871794,0.2804750871412393,127.03,201.51,0.5102332222751141,296.26,94.52,85.5,127.03,1.8,0.495644682684024,7.63,0.5031446540880505,0.5416666666666665,91.5,37,164.26999999999998,186.095,299.2,85.62,87.525,299.86,84.11,71.815,300.78,78.52,77.07,300.43,77.05,53552.7174,-0.8854560256532101,0.464723172043768,-0.45178908115195354,39.73383120974216
sj,44.0,0.7070789259560618,0.5961538461538461,0.7547169811320746,0.641025641025641,0.3611673245132228,101.35,216.73,0.6511185149928601,296.53,22.26,82.79,101.35,1.79,0.7253757059442901,8.64,0.6289308176100624,0.6944444444444445,6.3,57,159.04,164.26999999999998,298.9,85.5,186.095,299.2,85.62,87.525,299.86,84.11,71.815,300.78,78.52,54585.62868,-0.822983865893657,0.5680647467311548,-0.5358600326237611,47.03008038187231
sj,45.0,0.5443449959316518,0.5961538461538461,0.3483309143686497,0.358974358974359,0.3062131283719581,20.46,164.3,0.7006187529747832,296.56,14.4,81.72,20.46,2.39,0.8210969656360677,8.43,0.6289308176100624,0.847222222222222,6.6,71,92.38000000000001,159.04,299.73,82.79,164.26999999999998,298.9,85.5,186.095,299.2,85.62,87.525,299.86,84.11,36340.76556000001,-0.7485107481711011,0.6631226582407952,-0.5244206669718587,54.19038363143778
sj,46.0,0.7721724979658258,0.673076923076923,0.3483309143686497,0.4615384615384615,0.3954847128208479,20.0,101.8,0.788196097096627,295.69,7.1,75.73,20.0,2.2,0.6430554226093614,8.6,0.5717552887364203,0.6111111111111109,38.9,44,60.9,92.38000000000001,299.97,81.72,159.04,299.73,82.79,164.26999999999998,298.9,85.5,186.095,299.2,85.62,23205.041,-0.6631226582407955,0.7485107481711009,-0.5226706911217355,56.68471895899747
sj,47.0,0.7396257119609438,0.8846153846153846,0.2031930333817124,0.2051282051282051,0.2025653407131172,20.04,130.53,0.624464540694909,295.38,36.7,78.15,20.04,2.53,0.501387958265531,7.41,0.445969125214408,0.6111111111111109,9.6,56,75.285,60.9,300.35,75.73,92.38000000000001,299.97,81.72,159.04,299.73,82.79,164.26999999999998,298.9,85.5,29167.18233,-0.5680647467311559,0.8229838658936564,-0.3547362911524411,64.31618911958925
sj,48.0,0.5280716029292107,0.673076923076923,0.3483309143686497,0.2307692307692307,0.4279471071658988,33.61,136.14,0.3617325083293667,294.81,44.3,81.39,33.61,1.99,0.3865224466353976,7.13,0.3773584905660377,0.388888888888889,26.7,53,84.875,75.285,299.51,78.15,60.9,300.35,75.73,92.38000000000001,299.97,81.72,159.04,299.73,82.79,31428.82944,-0.46472317204376834,0.88545602565321,-0.16810547870217216,72.06726592791476
sj,49.0,0.4792514239218876,0.4230769230769231,0.6095791001451372,0.5128205128205129,0.4701482198144649,9.96,107.49,0.4435982865302256,294.78,71.8,79.91,9.96,2.06,0.3463195175648508,5.54,0.1829616923956544,0.6111111111111109,69.0,52,58.724999999999994,84.875,298.24,81.39,75.285,299.51,78.15,60.9,300.35,75.73,92.38000000000001,299.97,81.72,23355.08274,-0.35460488704253595,0.9350162426854147,-0.15730212028731314,74.71714795299148
sj,50.0,0.4955248169243286,0.75,0.3773584905660373,0.4102564102564102,0.3773985216857482,0.0,92.77,0.3655402189433566,292.0,4.1,68.72,0.0,2.99,0.0974442423662296,7.77,0.1829616923956544,0.2222222222222219,2.8,47,46.385,58.724999999999994,298.54,79.91,84.875,298.24,81.39,75.285,299.51,78.15,60.9,300.35,75.73,19364.809799999995,-0.2393156642875578,0.970941817426052,-0.0874795003202487,66.7231216935183
sj,51.0,0.7721724979658258,0.7692307692307693,0.5805515239477497,0.641025641025641,0.3579210850787177,52.45,105.73,0.3845787720133278,294.56,32.31,80.08,52.45,2.87,0.2927156121374558,6.59,0.3201829616923957,0.4583333333333335,19.8,26,79.09,46.385,298.2,68.72,58.724999999999994,298.54,79.91,84.875,298.24,81.39,75.285,299.51,78.15,26771.2318,-0.12053668025532363,0.992708874098054,-0.046355848475155496,79.49612663777216
sj,52.0,0.7884458909682668,0.7884615384615385,0.3193033381712623,0.282051282051282,0.2980975297856955,0.0,51.56,0.3293669681104199,292.11,5.46,69.68,0.0,2.29,0.1874222264765003,5.84,0.1257861635220123,0.4583333333333335,20.9,27,25.78,79.09,298.3,80.08,46.385,298.2,68.72,58.724999999999994,298.54,79.91,84.875,298.24,81.39,10756.85968,6.432490598706546e-16,1.0,2.1186499258947548e-16,69.68
sj,1.0,0.5443449959316518,0.5192307692307693,0.2612481857764873,0.3076923076923077,0.3071406253532453,0.0,44.23,0.1485007139457366,291.91,4.8,72.94,0.0,2.53,0.0400114865511629,7.46,0.1829616923956544,0.1527777777777774,5.3,21,22.115,25.78,298.04,69.68,79.09,298.3,80.08,46.385,298.2,68.72,58.724999999999994,298.54,79.91,9197.27466,0.12053668025532305,0.992708874098054,0.017899783074564444,72.40818527671206
sj,2.0,0.5117982099267697,0.4423076923076923,0.5515239477503622,0.2307692307692307,0.2097534423180928,15.85,63.9,0.2798667301285077,293.28,26.33,76.63,15.85,1.89,0.1395615966306115,6.31,0.057175528873642,0.4583333333333335,31.7,21,39.875,22.115,297.06,72.94,25.78,298.04,69.68,79.09,298.3,80.08,46.385,298.2,68.72,14730.19995,0.23931566428755774,0.970941817426052,0.06697649243269048,74.40327146935836
sj,3.0,0.5117982099267697,0.8076923076923076,0.5805515239477497,0.4358974358974358,0.2104490650540582,0.0,43.44,0.2475011899095718,293.41,27.4,78.5,0.0,2.0,0.2027376280271844,6.57,0.1829616923956544,0.4583333333333335,16.5,26,21.72,39.875,297.67,76.63,22.115,297.06,72.94,25.78,298.04,69.68,79.09,298.3,80.08,9043.94736,0.3546048870425356,0.9350162426854148,0.08776513149077686,73.39877505080507
sj,4.0,0.8372660699755898,0.8461538461538461,0.4644412191581997,0.3846153846153846,0.2957787873324775,0.0,71.27,0.3407900999524005,292.38,0.7,71.6,0.0,2.56,0.1012730927539006,7.77,0.1829616923956544,0.0694444444444444,6.8,34,35.635,21.72,297.42,78.5,39.875,297.67,76.63,22.115,297.06,72.94,25.78,298.04,69.68,14860.93532,0.4647231720437685,0.8854560256532099,0.1583730562509925,63.398651436769825
sj,5.0,0.4467046379170056,0.7307692307692307,0.5224963715529747,0.3846153846153846,0.2691132491204714,0.0,64.69,0.3560209424083818,292.57,5.7,71.78,0.0,2.77,0.1242461950799267,8.16,0.251572327044025,0.1527777777777774,5.9,37,32.345,35.635,297.88,71.6,21.72,297.42,78.5,39.875,297.67,76.63,22.115,297.06,72.94,13496.14532,0.5680647467311558,0.8229838658936564,0.2022429464802048,59.07378189384665
sj,6.0,0.9186330349877948,0.6923076923076923,0.5805515239477497,0.4615384615384615,0.2841850750663879,0.0,31.99,0.298905283198479,293.15,19.69,75.79,0.0,2.43,0.1682779745381445,6.89,0.251572327044025,0.388888888888889,7.3,17,15.995,32.345,298.04,71.78,35.635,297.88,71.6,21.72,297.42,78.5,39.875,297.67,76.63,6667.29182,0.6631226582407952,0.7485107481711011,0.19821086595679308,56.72962960388776
sj,7.0,0.4141578519121237,0.673076923076923,0.6386066763425247,0.5641025641025642,0.1269743367382131,18.05,56.56,0.1427891480247517,292.97,21.4,78.9,18.05,3.2,0.1835933760888293,8.87,0.5031446540880505,0.1527777777777774,5.6,19,37.305,15.995,297.74,75.79,32.345,298.04,71.78,35.635,297.88,71.6,21.72,297.42,78.5,13361.67816,0.7485107481711011,0.6631226582407953,0.106879212018721,52.320377735198754
sj,8.0,0.5117982099267697,0.6538461538461537,0.1451378809869374,0.1794871794871794,0.3616310730038664,0.0,47.72,0.2379819133745862,293.63,26.2,79.74,0.0,2.57,0.3176031396573178,8.47,0.5031446540880505,0.3055555555555554,17.8,25,23.86,37.305,296.88,78.9,15.995,297.74,75.79,32.345,298.04,71.78,35.635,297.88,71.6,9934.68364,0.8229838658936564,0.5680647467311559,0.1958552750817862,45.297482904342374
sj,9.0,0.5768917819365338,0.6538461538461537,0.2322206095790999,0.358974358974359,0.4093971675401555,31.79,67.56,0.2798667301285077,293.41,23.8,77.98,31.79,2.11,0.2065664784148561,7.2,0.3201829616923957,0.3055555555555554,30.7,18,49.675,23.86,297.41,79.74,37.305,296.88,78.9,15.995,297.74,75.79,32.345,298.04,71.78,16907.195789999998,0.8854560256532099,0.4647231720437686,0.2478096825721479,36.23911295597308
sj,10.0,0.6419853539462977,0.75,0.5515239477503622,0.4358974358974358,0.367659803382233,0.0,38.11,0.327463112803425,293.53,8.3,77.32,0.0,2.24,0.3501483679525225,8.31,0.3773584905660377,0.388888888888889,10.9,21,19.055,49.675,297.51,77.98,23.86,297.41,79.74,37.305,296.88,78.9,15.995,297.74,75.79,7943.877059999999,0.9350162426854148,0.35460488704253557,0.3061833293515286,27.418049866128847
sj,11.0,0.5117982099267697,0.4807692307692307,0.4354136429608122,0.4871794871794871,0.4485839149995383,0.0,35.08,0.243693479295571,293.34,13.37,78.14,0.0,2.73,0.3348329664018377,8.97,0.445969125214408,0.388888888888889,3.6,17,17.54,19.055,297.78,77.32,49.675,297.51,77.98,23.86,297.41,79.74,37.305,296.88,78.9,7303.69108,0.970941817426052,0.23931566428755804,0.2366121896821197,18.700126007429787
sj,12.0,0.5117982099267697,0.5961538461538461,0.2612481857764873,0.282051282051282,0.2561282913824511,0.0,30.13,0.2379819133745862,293.25,11.1,77.88,0.0,2.54,0.3654637695032066,6.97,0.5031446540880505,0.4583333333333335,5.7,17,15.065,17.54,297.43,78.14,19.055,297.78,77.32,49.675,297.51,77.98,23.86,297.41,79.74,6272.674309999999,0.992708874098054,0.120536680255323,0.2362467572817861,9.387396658284555
sj,13.0,0.7558991049633849,0.673076923076923,0.5515239477503622,0.5128205128205129,0.1503936355157141,0.0,36.5,0.2532127558305567,293.74,21.26,80.0,0.0,2.76,0.3597204939216997,6.59,0.5031446540880505,0.6111111111111109,26.9,16,18.25,15.065,297.41,77.88,17.54,297.43,78.14,19.055,297.78,77.32,49.675,297.51,77.98,7600.3585,1.0,-1.6081226496766366e-16,0.2532127558305567,-1.2864981197413092e-14
sj,14.0,0.5768917819365338,0.673076923076923,0.5805515239477497,0.4358974358974358,0.348646115265846,12.92,42.48,0.1580199904807222,292.48,20.9,75.66,12.92,2.29,0.2027376280271844,6.81,0.1257861635220123,0.388888888888889,4.1,16,27.7,18.25,297.47,80.0,15.065,297.41,77.88,17.54,297.43,78.14,19.055,297.78,77.32,9984.78072,0.992708874098054,-0.1205366802553229,0.15686784683510296,-9.11980522811773
sj,15.0,0.5931651749389747,0.7884615384615385,0.3483309143686497,0.3333333333333333,0.0070953519068468,6.0,28.98,0.2475011899095718,293.62,19.78,79.63,6.0,2.63,0.2142241791901981,6.51,0.1257861635220123,0.4583333333333335,18.8,15,17.490000000000002,27.7,297.06,75.66,18.25,297.47,80.0,15.065,297.41,77.88,17.54,297.43,78.14,6567.71382,0.9709418174260521,-0.23931566428755752,0.24030925514591012,-19.056706347218203
sj,16.0,0.4304312449145647,0.4423076923076923,0.2902757619738748,0.4102564102564102,0.3804128868749315,44.57,86.22,0.1960970966206538,292.17,21.9,73.35,44.57,2.01,0.2544271082607449,6.27,0.1829616923956544,0.4583333333333335,19.4,23,65.395,17.490000000000002,297.37,79.63,27.7,297.06,75.66,18.25,297.47,80.0,15.065,297.41,77.88,21916.968,0.9350162426854149,-0.35460488704253545,0.1833539704837625,-26.010268464569975
sj,17.0,0.5117982099267697,0.6153846153846154,0.3773584905660373,0.4358974358974358,0.5341455115232795,32.72,57.33,0.3579247977153768,294.03,19.7,78.45,32.72,2.3,0.4496984780319711,8.01,0.5717552887364203,0.5416666666666665,3.5,16,45.025,65.395,297.28,73.35,17.490000000000002,297.37,79.63,27.7,297.06,75.66,18.25,297.47,80.0,14887.702289999996,0.8854560256532099,-0.4647231720437685,0.31692666886778664,-36.457532846833644
sj,18.0,0.6419853539462977,0.5576923076923077,0.3483309143686497,0.3333333333333333,0.1886528859938097,0.0,26.12,0.515944788196099,294.97,8.38,79.36,0.0,2.8,0.5990236431511436,7.71,0.5031446540880505,0.6944444444444445,2.8,17,13.06,45.025,298.07,78.45,65.395,297.28,73.35,17.490000000000002,297.37,79.63,27.7,297.06,75.66,5463.80772,0.8229838658936566,-0.5680647467311556,0.4246142363773094,-45.08161830058451
sj,19.0,0.4955248169243286,0.5961538461538461,0.1451378809869374,0.1538461538461538,0.0787444937112804,35.38,49.77,0.4493098524512213,294.81,20.6,79.54,35.38,2.41,0.526275485785393,6.93,0.445969125214408,0.6944444444444445,40.2,12,42.575,13.06,298.83,79.36,45.025,298.07,78.45,65.395,297.28,73.35,17.490000000000002,297.37,79.63,13574.08392,0.7485107481711013,-0.663122658240795,0.3363132538189108,-52.74477623647284
sj,20.0,0.5117982099267697,0.4423076923076923,0.2612481857764873,0.1282051282051282,0.304126260164062,4.16,32.79,0.3902903379343235,294.62,35.37,80.07,4.16,2.5,0.4496984780319711,6.59,0.3201829616923957,0.6944444444444445,32.8,17,18.475,42.575,298.64,79.54,13.06,298.83,79.36,45.025,298.07,78.45,65.395,297.28,73.35,7219.88433,0.6631226582407952,-0.7485107481711012,0.25881036637670685,-59.933255606060065
sj,21.0,0.4141578519121237,0.5,0.1161103047895499,0.2307692307692307,0.0138197050211787,51.16,75.29,0.3998096144692983,295.12,59.3,81.3,51.16,1.86,0.6143390447018284,6.7,0.445969125214408,0.6944444444444445,3.6,10,63.225,18.475,298.33,80.07,42.575,298.64,79.54,13.06,298.83,79.36,45.025,298.07,78.45,20318.66758,0.5680647467311558,-0.8229838658936564,0.227117747384183,-66.90858829715425
sj,22.0,0.5280716029292107,0.5576923076923077,0.4354136429608122,0.5384615384615385,0.1830879041060867,55.37,79.87,0.4816753926701573,295.27,43.4,81.09,55.37,2.14,0.7196324303627839,7.01,0.6289308176100624,0.763888888888889,5.6,15,67.62,63.225,298.58,81.3,18.475,298.33,80.07,42.575,298.64,79.54,13.06,298.83,79.36,21669.7012,0.46472317204376906,-0.8854560256532096,0.22384571637710354,-71.80162912021876
sj,23.0,0.4467046379170056,0.4230769230769231,0.1741654571843248,0.3076923076923077,0.2171734181683901,8.08,49.51,0.6454069490718752,294.93,5.0,76.07,8.08,2.87,0.7445199578826459,7.5,0.6289308176100624,0.763888888888889,20.6,19,28.794999999999998,67.62,298.81,81.09,63.225,298.58,81.3,18.475,298.33,80.07,42.575,298.64,79.54,11106.50112,0.35460488704253584,-0.9350162426854147,0.2288644582721,-71.12668558107949
