city,year,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,ndvi_ce,precipitation_amt_mm,precipitation_ground_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
sj,1991,18,0.2091667,0.160575,0.1761714,0.1761714,-0.3999622686919171,0.0,26.115333130928867,298.8314286,299.0714286,294.97,301.0,297.1,8.38,79.36,0.0,16.31428571,2.8,27.31428571,7.714285714,32.2,22.8,2.8,17
sj,1991,19,0.11595,0.180175,0.1063857,0.1111857,-5.13808452372547,35.38,49.76551423012645,298.6385714,298.7214286,294.8128571,300.9,297.2,20.6,79.54142857,35.38,16.18571429,2.414285714,26.92857143,6.928571429,31.7,22.8,40.2,12
sj,1991,20,,0.10455,0.15115,0.0964,4.578062582511562,4.16,32.78588177777927,298.3257143,298.4071429,294.6185714,300.1,296.6,35.37,80.06714286,4.16,15.97428571,2.5,26.52857143,6.585714286,30.6,22.8,32.8,17
sj,1991,21,0.0669,0.1335667,0.09711667,0.1356,-7.944052805188264,51.16,75.28609274332223,298.5842857,298.4571429,295.1242857,300.4,297.0,59.3,81.30142857,51.16,16.50142857,1.857142857,27.38571429,6.7,31.7,22.8,3.6,10
sj,1991,22,0.1401,0.1594667,0.2143167,0.2571,-0.6447584368602897,55.37,79.8738075261922,298.8085714,298.8857143,295.2742857,301.1,297.3,43.4,81.08857143,55.37,16.64571429,2.142857143,27.94285714,7.014285714,33.3,23.3,5.6,15
sj,1991,23,0.08585,0.087,0.1196,0.1659286,0.8330756748232364,8.08,49.51320182114347,299.5185714,299.75,294.9257143,301.6,297.4,5.0,76.07428571,8.08,16.32428571,2.871428571,28.07142857,7.5,33.3,23.3,20.6,19
sj,1991,24,0.1091,0.1564667,0.1734286,0.1739714,11.514574188036208,6.09,47.80687621180863,299.8914286,300.0714286,295.4928571,301.8,298.4,5.82,77.03571429,6.09,16.88285714,2.4,28.22857143,7.971428571,33.9,23.9,9.4,21
sj,1991,25,0.0596,0.09235,0.1301286,0.1306429,1.6561051141097878,44.25,67.9225319107262,299.7757143,299.9714286,296.3,301.9,298.4,17.0,81.42142857,44.25,17.70428571,2.171428571,28.92857143,7.142857143,33.9,25.0,3.3,14
sj,1991,26,0.07965,0.122,0.1851143,0.1582429,11.21000051738329,73.76,111.98583277355456,299.41,299.4785714,296.2285714,302.5,297.7,37.8,82.74571429,73.76,17.62857143,2.042857143,27.91428571,7.4,32.8,22.8,12.4,18
sj,1991,27,,0.1779333,0.2015286,0.1981571,-2.3621150928736077,26.7,57.960499153616084,299.3714286,299.3857143,295.9457143,302.4,297.4,51.99,81.69428571,26.7,17.35285714,2.142857143,28.37142857,6.6,32.8,23.9,24.7,13
sj,1991,28,0.0969,,0.13805,0.1679167,-7.167022605517047,6.13,39.543171754099234,300.0014286,300.1714286,295.7914286,302.1,297.9,18.7,77.87714286,6.13,17.15142857,2.428571429,28.41428571,6.671428571,32.8,24.4,4.6,14
sj,1991,29,,0.07733333,0.09982857,0.1166429,-2.063998079009108,29.67,71.70965674556405,300.2342857,300.3428571,296.0814286,302.2,298.6,23.6,78.24142857,29.67,17.47285714,2.428571429,28.8,6.914285714,33.9,23.9,12.2,18
sj,1991,30,0.0801,0.00805,0.1380333,0.1290667,4.2848693315530335,56.58,110.06314178078358,299.8085714,299.9785714,296.3328571,302.1,298.2,27.4,81.48285714,56.58,17.73428571,2.242857143,28.0,5.885714286,32.8,24.4,43.1,23
sj,1991,31,,,0.1906429,0.1593286,0.4904857505703788,48.41,109.58422850113634,299.8528571,299.9642857,296.4785714,302.0,298.3,34.39,81.89714286,48.41,17.87857143,2.3,28.57142857,6.342857143,33.3,25.0,18.0,25
sj,1991,32,0.07315,0.1124,0.1925857,0.2093571,6.01760856166071,13.29,133.44034772225132,299.8314286,299.8642857,296.4685714,301.8,298.1,31.5,81.96,13.29,17.89571429,2.242857143,28.5,6.514285714,32.8,24.4,12.5,62
sj,1991,33,0.0593,,0.1551,0.1567,6.993947915614079,0.0,114.54592677101361,300.42,300.65,296.4842857,302.8,298.7,20.4,79.19714286,0.0,17.91142857,2.185714286,29.42857143,5.471428571,33.3,25.6,3.3,60
sj,1991,34,0.0569,0.09814,0.1285143,0.1437286,11.503626322648053,51.88,204.98177083856342,300.3114286,300.3857143,296.5814286,302.6,298.3,25.47,80.25571429,51.88,18.01142857,2.4,29.27142857,7.514285714,34.4,24.4,1.5,76
sj,1991,35,0.0693,0.05705,0.22504,0.1864,15.234595911834917,55.2,186.03572803307475,300.1171429,300.2,296.67,302.3,298.6,23.8,81.59428571,55.2,18.09142857,2.371428571,28.15714286,7.0,32.2,23.9,10.7,66
sj,1991,36,0.10805,0.091675,0.1398,0.1624143,5.699611050245579,65.9,193.41457738677656,300.1057143,300.15,296.7985714,302.3,298.4,42.33,82.31,65.9,18.26285714,2.128571429,28.94285714,7.542857143,34.4,24.4,27.2,64
sj,1991,37,0.10475,0.1598333,0.11208,0.1446429,8.238566012853115,33.56,167.42375550439587,300.54,300.6357143,296.4514286,302.8,298.7,11.4,78.62714286,33.56,17.89571429,3.042857143,28.97142857,7.7,33.9,23.3,61.0,68
sj,1991,38,0.1098,0.1527333,0.1685714,0.1688714,11.076943907367157,29.53,203.3086355867411,300.5271429,300.6,296.9014286,303.0,298.8,28.8,80.87714286,29.53,18.4,2.457142857,28.91428571,6.8,33.3,24.4,7.9,89
sj,1991,39,0.1676,0.1489,0.1714286,0.2181429,10.019848424787305,73.55,257.7794011512456,300.06,300.05,296.59,302.4,298.2,77.5,81.42428571,73.55,18.04428571,2.071428571,28.14285714,6.685714286,32.8,24.4,31.8,92
sj,1991,40,0.1291,0.16672,0.177,0.1955571,27.353804476280295,31.68,313.2953792048251,299.65,299.6928571,296.3971429,301.6,298.3,60.0,82.48571429,31.68,17.85,2.042857143,27.74285714,6.914285714,32.8,23.3,26.5,140
sj,1991,41,0.093,0.093,0.1450833,0.1681667,17.31977795446824,32.1,264.3463657587759,299.5628571,299.6714286,295.8871429,302.0,297.6,55.1,80.51571429,32.1,17.34428571,2.257142857,27.65714286,6.614285714,31.7,22.8,8.3,116
sj,1991,42,0.0137,0.12886,0.1090429,0.1070286,15.84287765164472,3.29,295.2219152003291,299.8971429,299.9214286,296.0185714,302.0,298.1,31.19,79.38285714,3.29,17.43142857,2.3,28.54285714,7.628571429,33.9,24.4,21.3,142
sj,1991,43,0.1944,0.1186,0.1808143,0.1998714,17.153259325299185,50.24,315.28212944094565,299.8914286,299.9928571,295.4557143,302.0,298.0,12.6,76.77714286,50.24,16.85,2.814285714,27.82857143,7.085714286,32.8,23.3,3.5,129
sj,1991,44,0.094,0.09665,0.1255667,0.1213167,23.832874073214285,72.61,350.7592879841221,299.9057143,299.9928571,295.9185714,302.4,298.1,26.83,78.98714286,72.61,17.37571429,3.042857143,28.11428571,7.257142857,32.8,24.4,4.8,140
sj,1991,45,0.0544,0.05475,0.1121333,0.1193857,16.600985169361888,42.92,316.31673172711464,299.09,299.2785714,295.5671429,302.6,297.3,74.83,81.05857143,42.92,16.96714286,2.9,27.18571429,6.757142857,32.2,22.8,41.4,140
sj,1991,46,0.0954,0.1114,0.1949429,0.1980571,16.513583728961063,78.73,329.7588415972083,298.6857143,298.7857143,295.6157143,301.0,297.4,72.7,83.51428571,78.73,17.06142857,1.971428571,26.65714286,6.742857143,31.1,22.2,28.2,127
sj,1991,47,0.00825,0.028425,0.1387429,0.1796429,21.414883502182157,0.0,256.4603897556608,298.6985714,298.7071429,294.03,300.8,297.1,15.1,75.54857143,0.0,15.46,2.271428571,26.31428571,6.814285714,30.0,22.2,9.4,129
sj,1991,48,0.08786667,0.1519,0.1796286,0.1661857,29.188875214163442,35.34,371.25084553266686,298.3757143,298.5,294.9385714,301.1,296.9,78.43,81.48571429,35.34,16.32285714,2.028571429,26.27142857,6.585714286,30.0,22.2,76.2,169
sj,1991,49,0.0802,0.14025,0.1336286,0.1344571,16.825261766792718,0.0,282.19976620164925,298.6428571,298.8428571,294.9742857,300.5,297.7,35.1,80.27571429,0.0,16.34,1.8,26.72857143,6.057142857,30.6,23.3,19.6,141
sj,1991,50,-0.02665,0.2128,0.2224143,0.2289429,16.484427642347285,0.0,210.9083823830818,298.5185714,298.5928571,294.5142857,300.2,297.3,26.8,78.62142857,0.0,15.88428571,2.014285714,25.61428571,5.857142857,29.4,21.7,34.2,108
sj,1991,51,,0.04613333,0.1144,0.04045714,12.346303850446416,0.0,149.21536275549641,298.0842857,298.1357143,292.8657143,299.6,296.6,8.76,72.86142857,0.0,14.33571429,2.071428571,25.0,6.157142857,28.9,20.6,6.1,78
sj,1991,52,0.12355,0.1237,0.1379333,0.1297556,15.640266349962005,0.0,126.19186386356496,296.5214286,296.5071429,292.0457143,299.2,294.3,19.3,76.12714286,0.0,13.63571429,2.214285714,24.35714286,6.185714286,28.3,19.4,13.7,70
sj,1992,1,0.1251,0.1578667,0.1852833,0.1813667,11.145418775230278,,,,,,,,,,,,,,,,,,81
sj,1992,2,0.1008333,0.073575,0.1387143,0.1127857,14.825275593462152,200.85,412.12227451176614,297.9128571,298.1214286,294.4571429,300.4,296.1,18.3,81.3,200.85,15.87857143,2.3,25.65714286,7.5,30.6,20.6,58.2,104
sj,1992,3,0.2224,0.2299,0.1984571,0.1994143,15.749491799218484,3.12,175.94502016872866,297.3385714,297.4857143,294.4671429,300.2,295.6,19.8,84.11714286,3.12,15.83285714,1.857142857,25.47142857,6.171428571,31.1,21.7,32.3,90
sj,1992,4,0.1225333,0.13105,0.1888429,0.1688714,5.992776452239791,0.0,176.72513172719079,297.0914286,297.3357143,293.0214286,299.5,295.6,5.11,78.29142857,0.0,14.48285714,2.357142857,24.85714286,7.442857143,30.6,20.0,1.3,85
sj,1992,5,,0.0483,0.1736714,0.1919286,5.170853688517201,0.0,101.02879000210451,297.42,297.55,292.7185714,299.3,295.5,6.5,75.22,0.0,14.18571429,2.442857143,24.8,6.585714286,28.9,20.0,9.2,55
sj,1992,6,0.1016,0.0846,0.1117167,0.1879571,12.152797928273497,0.0,101.11154808102631,296.92,297.1285714,292.6171429,300.7,294.5,16.2,77.05857143,0.0,14.12285714,3.4,24.71428571,7.357142857,30.6,20.0,3.0,53
sj,1992,7,,0.1305,0.1957429,0.1788571,13.463448621853674,,,297.7985714,298.0571429,294.65,300.2,295.3,20.1,82.87571429,,16.06,2.2,26.02857143,6.571428571,32.2,20.0,1.3,65
sj,1992,8,,0.1844667,0.1946143,0.2030571,4.975024595874827,,,297.8985714,298.1071429,293.6285714,300.1,296.3,4.4,77.29571429,,15.01285714,2.585714286,25.75714286,7.385714286,33.9,21.7,8.9,33
sj,1992,9,0.10705,0.0815,0.1652429,0.1630571,4.243124134313953,,,297.4728571,297.6785714,292.9671429,299.3,296.3,14.4,76.03714286,,14.38142857,2.414285714,25.28571429,6.171428571,29.4,21.7,16.0,38
sj,1992,10,,0.18218,0.1910857,0.1928571,2.4684315894588877,0.0,110.50371464788942,297.6514286,297.8,293.3171429,299.8,295.7,5.5,76.87857143,0.0,14.70142857,2.314285714,25.65714286,7.814285714,31.1,20.6,2.9,59
sj,1992,11,0.08685,0.09015,0.128,0.1551,0.36049525904269064,23.22,106.66547925363076,297.6342857,297.7857143,293.54,299.6,296.1,12.6,78.05714286,23.22,14.94428571,2.514285714,25.78571429,7.757142857,31.7,21.7,5.9,40
sj,1992,12,0.05305,0.08405,0.1417714,0.1345143,12.457713551583709,0.0,67.28438722822268,297.9471429,298.15,293.7085714,300.4,295.5,3.56,77.50571429,0.0,15.13571429,2.7,26.1,7.857142857,31.1,21.7,4.8,37
sj,1992,13,,,0.1348429,0.1068,7.004687860499651,0.0,57.12476505219069,297.2185714,297.4285714,293.5785714,300.3,295.8,21.0,80.23857143,0.0,14.96857143,2.8,26.2,5.714285714,32.2,22.2,2.3,29
sj,1992,14,0.09995,0.07765,0.1930667,0.1769,10.630952538059827,122.27,186.76777697550781,297.9828571,298.0714286,293.8842857,300.2,296.0,16.2,78.06714286,122.27,15.26428571,2.742857143,26.22857143,7.528571429,31.1,21.7,24.1,30
sj,1992,15,0.1039,0.1315,0.1224714,0.1243857,-0.37287740030673344,43.21,98.87929283934926,298.6828571,298.8785714,294.1957143,301.6,295.9,11.1,76.37571429,43.21,15.61285714,3.614285714,26.98571429,7.842857143,32.8,21.7,0.0,30
sj,1992,16,0.07515,0.09743333,0.1590286,0.1729857,6.22031307929344,83.11,138.93742991920683,297.8314286,298.0,294.9428571,300.4,296.6,70.6,84.18428571,83.11,16.32428571,2.142857143,26.81428571,5.885714286,31.7,22.8,24.5,28
sj,1992,17,0.0922,0.1137,0.1514143,0.1548286,2.853952299331649,36.16,77.8722048403211,298.0885714,298.2571429,294.0485714,300.6,296.5,25.8,78.42571429,36.16,15.45285714,2.828571429,26.67142857,7.242857143,31.7,22.2,4.6,23
sj,1992,18,0.0125,0.0635,0.07031429,0.08944286,6.415523597133834,0.0,52.020001690092336,298.1971429,298.5214286,293.4,302.1,295.6,4.0,74.93285714,0.0,14.9,3.614285714,27.37142857,6.5,33.9,23.3,1.6,24
sj,1992,19,0.10875,0.2169,0.1823286,0.2073571,0.18591979526225444,13.92,58.495921379545656,298.3357143,298.4428571,294.2214286,302.1,296.0,45.0,78.48,13.92,15.75,3.0,26.78571429,6.914285714,33.9,22.2,32.0,29
sj,1992,20,0.101875,-0.0088,0.1420667,0.1259,1.4128140877670607,2.94,59.88892121811337,298.3342857,298.5142857,294.2757143,300.4,296.4,27.5,78.38142857,2.94,15.68714286,2.228571429,27.44285714,5.957142857,31.1,22.8,8.1,26
sj,1992,21,0.1024,0.0686,0.06238333,0.0574,9.098614583291273,71.85,114.66795194679837,298.4085714,298.5571429,295.7671429,301.0,296.8,570.5,85.64714286,71.85,17.23285714,2.714285714,27.85714286,6.771428571,32.8,23.3,22.1,23
