city,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,ndvi_ce,precipitation_amt_mm,precipitation_ground_mm,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases,precip_composite,precip_composite_lag1,reanalysis_air_temp_k_lag1,reanalysis_relative_humidity_percent_lag1,precip_composite_lag2,reanalysis_air_temp_k_lag2,reanalysis_relative_humidity_percent_lag2,precip_composite_lag3,reanalysis_air_temp_k_lag3,reanalysis_relative_humidity_percent_lag3,precip_composite_lag4,reanalysis_air_temp_k_lag4,reanalysis_relative_humidity_percent_lag4,precip_temp_interaction
sj,28.0,0.6094385679414157,0.40384615384615385,0.3773584905660373,0.2564102564102564,0.22830338194383615,22.27,40.69,0.6149452641599235,296.04,0.23116779593463774,0.8796296296296287,43.72,81.47,22.27,2.16,0.6468842729970324,7.16,0.445969125214408,0.5416666666666665,63.7,8,35.163999999999994,24.476,300.15,81.28,37.428999999999995,299.58,82.77,156.594,299.59,83.38,14.967,299.21,82.0,10531.969639999998
sj,29.0,0.7721724979658258,0.6538461538461537,0.6966618287372995,0.5897435897435899,0.08477322408964705,59.17,63.75,0.6454069490718752,296.33,0.24711040255081856,0.814814814814815,40.9,82.14,59.17,2.41,0.756006509045659,6.9,0.5717552887364203,0.847222222222222,12.2,2,62.376000000000005,35.163999999999994,299.51,81.47,24.476,300.15,81.28,37.428999999999995,299.58,82.77,156.594,299.59,83.38,18692.215920000002
sj,30.0,0.5443449959316518,0.576923076923077,0.49346879535558724,0.4102564102564102,0.17682729948239836,16.48,36.59,0.624464540694909,295.96,0.23116779593463774,0.7962962962962976,42.53,80.74,16.48,2.07,0.7521776586579879,6.36,0.445969125214408,0.6944444444444445,32.6,6,30.557,62.376000000000005,299.67,82.14,35.163999999999994,299.51,81.47,24.476,300.15,81.28,37.428999999999995,299.58,82.77,9153.654919999999
sj,31.0,0.5117982099267697,0.7307692307692307,0.9288824383163995,0.8461538461538461,0.22482526826400925,32.66,64.67,0.6834840552118069,296.17,0.32682343563172717,0.9074074074074076,34.6,80.58,32.66,2.59,0.7770651861778499,8.09,0.7547169811320752,0.6944444444444445,37.6,17,55.06699999999999,30.557,299.56,80.74,62.376000000000005,299.67,82.14,35.163999999999994,299.51,81.47,24.476,300.15,81.28,16512.39062
sj,32.0,0.5117982099267697,0.36538461538461536,0.29027576197387484,0.23076923076923078,0.23850584873799496,28.8,80.08,0.784388386482637,296.53,0.28696691909127287,0.9537037037037037,20.0,79.65,28.8,2.33,0.7694074854025079,7.56,0.6289308176100624,0.763888888888889,11.4,23,64.696,55.06699999999999,299.86,80.58,30.557,299.56,80.74,62.376000000000005,299.67,82.14,35.163999999999994,299.51,81.47,19434.03144
sj,33.0,0.5117982099267697,0.5,0.43541364296081225,0.3076923076923077,0.06575953597326012,90.75,116.61,0.6853879105188018,297.04,0.29493822239936557,0.9259259259259249,101.9,84.18,90.75,1.86,0.738776682301139,6.69,0.5717552887364203,0.6944444444444445,44.7,13,108.85199999999999,64.696,300.39,79.65,55.06699999999999,299.86,80.58,30.557,299.56,80.74,62.376000000000005,299.67,82.14,32651.245919999994
sj,34.0,0.6094385679414157,0.576923076923077,0.31930333817126233,0.3076923076923077,0.20766657411019668,32.4,64.81,0.7710613993336615,296.73,0.28696691909127287,0.8888888888888901,25.9,80.95,32.4,2.49,0.7962094381162057,7.01,0.6289308176100624,0.763888888888889,5.4,21,55.086999999999996,108.85199999999999,299.96,84.18,64.696,300.39,79.65,55.06699999999999,299.86,80.58,30.557,299.56,80.74,16544.27871
sj,35.0,0.7070789259560618,0.8846153846153846,0.5805515239477497,0.5897435897435899,0.3236036967710925,40.94,96.0,0.7348881485007248,297.02,0.26305300916699936,0.9444444444444424,39.8,83.35,40.94,1.9,0.8574710443189435,6.53,0.5031446540880505,0.9166666666666664,13.7,28,79.48199999999999,55.086999999999996,300.33,80.95,108.85199999999999,299.96,84.18,64.696,300.39,79.65,55.06699999999999,299.86,80.58,23854.137839999996
sj,36.0,0.6908055329536208,0.6346153846153846,0.6386066763425247,0.4615384615384615,0.19120350269234948,28.86,78.7,0.814850071394578,296.12,0.39059386209645497,0.8796296296296287,30.4,77.17,28.86,3.47,0.7942950129223699,7.61,0.5717552887364203,0.763888888888889,14.2,24,63.748,79.48199999999999,300.12,83.35,55.086999999999996,300.33,80.95,108.85199999999999,299.96,84.18,64.696,300.39,79.65,19158.186439999998
sj,37.0,0.5117982099267697,1.0,0.17416545718432488,0.2564102564102564,0.40336843716178894,64.56,100.79,0.8434079009995348,297.19,0.3188521323236345,0.9722222222222212,24.18,81.55,64.56,2.9,0.8632143199004503,8.06,0.6975414522584331,0.9166666666666664,25.9,20,89.92099999999999,63.748,300.53,77.17,79.48199999999999,300.12,83.35,55.086999999999996,300.33,80.95,108.85199999999999,299.96,84.18,27036.54707
sj,38.0,0.6257119609438567,0.5961538461538461,0.5515239477503622,0.6666666666666666,0.25566454289180757,143.73,219.29,0.6739647786768213,296.43,0.22319649262654506,0.9444444444444424,36.6,81.64,143.73,1.74,0.7770651861778499,8.11,0.5717552887364203,0.847222222222222,3.3,40,196.62199999999999,89.92099999999999,300.67,81.55,63.748,300.53,77.17,79.48199999999999,300.12,83.35,55.086999999999996,300.33,80.95,58959.07292
sj,39.0,0.49552481692432865,0.75,0.4063860667634248,0.48717948717948717,0.06344079352004221,51.39,102.75,0.8072346501665981,296.03,0.2789956157831802,0.9814814814814825,16.4,77.05,51.39,2.26,0.7962094381162057,7.73,0.5717552887364203,0.9166666666666664,15.8,27,87.342,196.62199999999999,299.86,81.64,89.92099999999999,300.67,81.55,63.748,300.53,77.17,79.48199999999999,300.12,83.35,26240.15706
sj,40.0,0.6745321399511798,0.6153846153846154,0.43541364296081225,0.38461538461538464,0.15572674315811533,31.18,112.45,0.8548310328415154,296.66,0.35073734555600067,0.9814814814814825,36.1,78.52,31.18,2.9,0.8785297214511344,8.03,0.6289308176100624,0.847222222222222,11.7,42,88.069,87.342,300.43,77.05,196.62199999999999,299.86,81.64,89.92099999999999,300.67,81.55,63.748,300.53,77.17,26489.393819999998
sj,41.0,0.5768917819365338,0.38461538461538464,0.34833091436864977,0.28205128205128205,0.19862347854264678,51.42,123.63,0.6815801999048119,296.93,0.23116779593463774,0.8888888888888901,132.4,84.11,51.42,2.57,0.8517277687374366,7.31,0.6289308176100624,0.9166666666666664,57.7,33,101.967,88.069,300.78,78.52,87.342,300.43,77.05,196.62199999999999,299.86,81.64,89.92099999999999,300.67,81.55,30575.82462
sj,42.0,0.5117982099267697,0.38461538461538464,0.34833091436864977,0.3076923076923077,0.37044229432609443,143.55,228.64,0.5616373155640213,296.54,0.20725388601036424,0.8333333333333325,203.96500000000023,85.62,143.55,1.87,0.6602852493538814,7.4,0.5717552887364203,0.763888888888889,61.8,43,203.11299999999997,101.967,299.86,84.11,88.069,300.78,78.52,87.342,300.43,77.05,196.62199999999999,299.86,81.64,60771.40959999999
sj,43.0,0.5443449959316518,0.4230769230769231,0.2031930333817124,0.17948717948717946,0.2804750871412393,127.03,201.51,0.5102332222751141,296.26,0.15942606616181726,0.8055555555555537,94.52,85.5,127.03,1.8,0.49564468268402406,7.63,0.5031446540880505,0.5416666666666665,91.5,37,179.166,203.11299999999997,299.2,85.62,101.967,299.86,84.11,88.069,300.78,78.52,87.342,300.43,77.05,53552.717399999994
sj,44.0,0.7070789259560618,0.5961538461538461,0.7547169811320746,0.641025641025641,0.3611673245132228,101.35,216.73,0.6511185149928601,296.53,0.19928258270227156,0.9259259259259249,22.26,82.79,101.35,1.79,0.7253757059442901,8.64,0.6289308176100624,0.6944444444444445,6.3,57,182.11599999999999,179.166,298.9,85.5,203.11299999999997,299.2,85.62,101.967,299.86,84.11,88.069,300.78,78.52,54585.62868
sj,45.0,0.5443449959316518,0.5961538461538461,0.34833091436864977,0.358974358974359,0.30621312837195813,20.46,164.3,0.7006187529747832,296.56,0.26305300916699936,0.9259259259259249,14.4,81.72,20.46,2.39,0.8210969656360677,8.43,0.6289308176100624,0.847222222222222,6.6,71,121.14800000000001,182.11599999999999,299.73,82.79,179.166,298.9,85.5,203.11299999999997,299.2,85.62,101.967,299.86,84.11,36340.76556000001
sj,46.0,0.7721724979658258,0.673076923076923,0.34833091436864977,0.4615384615384615,0.3954847128208479,20.0,101.8,0.788196097096627,295.69,0.27102431247509207,0.9537037037037037,7.1,75.73,20.0,2.2,0.6430554226093614,8.6,0.5717552887364203,0.6111111111111109,38.9,44,77.25999999999999,121.14800000000001,299.97,81.72,182.11599999999999,299.73,82.79,179.166,298.9,85.5,203.11299999999997,299.2,85.62,23205.040999999997
sj,47.0,0.7396257119609438,0.8846153846153846,0.2031930333817124,0.20512820512820512,0.20256534071311724,20.04,130.53,0.624464540694909,295.38,0.2152251893184569,0.7870370370370362,36.7,78.15,20.04,2.53,0.501387958265531,7.41,0.445969125214408,0.6111111111111109,9.6,56,97.383,77.25999999999999,300.35,75.73,121.14800000000001,299.97,81.72,182.11599999999999,299.73,82.79,179.166,298.9,85.5,29167.182329999996
sj,48.0,0.5280716029292107,0.673076923076923,0.34833091436864977,0.23076923076923078,0.42794710716589884,33.61,136.14,0.3617325083293667,294.81,0.10362694300518212,0.7407407407407399,44.3,81.39,33.61,1.99,0.3865224466353976,7.13,0.37735849056603776,0.388888888888889,26.7,53,105.38099999999999,97.383,299.51,78.15,77.25999999999999,300.35,75.73,121.14800000000001,299.97,81.72,182.11599999999999,299.73,82.79,31428.829439999998
sj,49.0,0.47925142392188763,0.4230769230769231,0.6095791001451372,0.5128205128205129,0.4701482198144649,9.96,107.49,0.44359828653022565,294.78,0.1514547628537291,0.7592592592592574,71.8,79.91,9.96,2.06,0.3463195175648508,5.54,0.1829616923956544,0.6111111111111109,69.0,52,78.231,105.38099999999999,298.24,81.39,97.383,299.51,78.15,77.25999999999999,300.35,75.73,121.14800000000001,299.97,81.72,23355.08274
sj,50.0,0.49552481692432865,0.75,0.3773584905660373,0.4102564102564102,0.3773985216857482,0.0,92.77,0.36554021894335664,292.0,0.13551215623754828,0.703703703703705,4.1,68.72,0.0,2.99,0.09744424236622964,7.77,0.1829616923956544,0.22222222222222196,2.8,47,64.939,78.231,298.54,79.91,105.38099999999999,298.24,81.39,97.383,299.51,78.15,77.25999999999999,300.35,75.73,19364.809799999995
sj,51.0,0.7721724979658258,0.7692307692307693,0.5805515239477497,0.641025641025641,0.3579210850787177,52.45,105.73,0.38457877201332785,294.56,0.15942606616181726,0.6944444444444438,32.31,80.08,52.45,2.87,0.29271561213745584,6.59,0.3201829616923957,0.4583333333333335,19.8,26,89.746,64.939,298.2,68.72,78.231,298.54,79.91,105.38099999999999,298.24,81.39,97.383,299.51,78.15,26771.231799999998
sj,52.0,0.7884458909682668,0.7884615384615385,0.31930333817126233,0.28205128205128205,0.2980975297856955,0.0,51.56,0.32936696811041993,292.11,0.07174172977282048,0.62962962962963,5.46,69.68,0.0,2.29,0.18742222647650036,5.84,0.12578616352201233,0.4583333333333335,20.9,27,36.092,89.746,298.3,80.08,64.939,298.2,68.72,78.231,298.54,79.91,105.38099999999999,298.24,81.39,10756.85968
sj,1.0,0.5443449959316518,0.5192307692307693,0.26124818577648734,0.3076923076923077,0.3071406253532453,0.0,44.23,0.1485007139457366,291.91,0.007971303308092675,0.4999999999999974,4.8,72.94,0.0,2.53,0.04001148655116296,7.46,0.1829616923956544,0.15277777777777748,5.3,21,30.960999999999995,36.092,298.04,69.68,89.746,298.3,80.08,64.939,298.2,68.72,78.231,298.54,79.91,9197.27466
sj,2.0,0.5117982099267697,0.4423076923076923,0.5515239477503622,0.23076923076923078,0.2097534423180928,15.85,63.9,0.27986673012850777,293.28,0.03188521323236617,0.6759259259259263,26.33,76.63,15.85,1.89,0.13956159663061157,6.31,0.05717552887364207,0.4583333333333335,31.7,21,49.485,30.960999999999995,297.06,72.94,36.092,298.04,69.68,89.746,298.3,80.08,64.939,298.2,68.72,14730.19995
sj,3.0,0.5117982099267697,0.8076923076923076,0.5805515239477497,0.43589743589743585,0.2104490650540582,0.0,43.44,0.24750118990957182,293.41,0.03188521323236617,0.703703703703705,27.4,78.5,0.0,2.0,0.20273762802718445,6.57,0.1829616923956544,0.4583333333333335,16.5,26,30.407999999999998,49.485,297.67,76.63,30.960999999999995,297.06,72.94,36.092,298.04,69.68,89.746,298.3,80.08,9043.94736
sj,4.0,0.8372660699755898,0.8461538461538461,0.46444121915819975,0.38461538461538464,0.29577878733247753,0.0,71.27,0.3407900999524005,292.38,0.1115982463132748,0.6944444444444438,0.7,71.6,0.0,2.56,0.10127309275390067,7.77,0.1829616923956544,0.06944444444444445,6.8,34,49.888999999999996,30.407999999999998,297.42,78.5,49.485,297.67,76.63,30.960999999999995,297.06,72.94,36.092,298.04,69.68,14860.935319999999
sj,5.0,0.4467046379170056,0.7307692307692307,0.5224963715529747,0.38461538461538464,0.26911324912047146,0.0,64.69,0.35602094240838184,292.57,0.09565563969709398,0.6018518518518512,5.7,71.78,0.0,2.77,0.12424619507992679,8.16,0.25157232704402505,0.15277777777777748,5.9,37,45.282999999999994,49.888999999999996,297.88,71.6,30.407999999999998,297.42,78.5,49.485,297.67,76.63,30.960999999999995,297.06,72.94,13496.14532
sj,6.0,0.9186330349877949,0.6923076923076923,0.5805515239477497,0.4615384615384615,0.28418507506638796,0.0,31.99,0.298905283198479,293.15,0.0637704264647278,0.6018518518518512,19.69,75.79,0.0,2.43,0.16827797453814458,6.89,0.25157232704402505,0.388888888888889,7.3,17,22.392999999999997,45.282999999999994,298.04,71.78,49.888999999999996,297.88,71.6,30.407999999999998,297.42,78.5,49.485,297.67,76.63,6667.2918199999995
sj,7.0,0.4141578519121237,0.673076923076923,0.6386066763425247,0.5641025641025642,0.12697433673821312,18.05,56.56,0.14278914802475173,292.97,0.10362694300518212,0.51851851851852,21.4,78.9,18.05,3.2,0.18359337608882934,8.87,0.5031446540880505,0.15277777777777748,5.6,19,45.007,22.392999999999997,297.74,75.79,45.282999999999994,298.04,71.78,49.888999999999996,297.88,71.6,30.407999999999998,297.42,78.5,13361.67816
sj,8.0,0.5117982099267697,0.6538461538461537,0.14513788098693742,0.17948717948717946,0.3616310730038664,0.0,47.72,0.2379819133745862,293.63,0.09565563969709398,0.6759259259259263,26.2,79.74,0.0,2.57,0.3176031396573178,8.47,0.5031446540880505,0.30555555555555547,17.8,25,33.403999999999996,45.007,296.88,78.9,22.392999999999997,297.74,75.79,45.282999999999994,298.04,71.78,49.888999999999996,297.88,71.6,9934.68364
sj,9.0,0.5768917819365338,0.6538461538461537,0.2322206095790999,0.358974358974359,0.4093971675401555,31.79,67.56,0.27986673012850777,293.41,0.07174172977282048,0.6759259259259263,23.8,77.98,31.79,2.11,0.20656647841485615,7.2,0.3201829616923957,0.30555555555555547,30.7,18,56.829,33.403999999999996,297.41,79.74,45.007,296.88,78.9,22.392999999999997,297.74,75.79,45.282999999999994,298.04,71.78,16907.195789999998
sj,10.0,0.6419853539462977,0.75,0.5515239477503622,0.43589743589743585,0.367659803382233,0.0,38.11,0.327463112803425,293.53,0.1115982463132748,0.7314814814814786,8.3,77.32,0.0,2.24,0.3501483679525225,8.31,0.37735849056603776,0.388888888888889,10.9,21,26.677,56.829,297.51,77.98,33.403999999999996,297.41,79.74,45.007,296.88,78.9,22.392999999999997,297.74,75.79,7943.877059999999
sj,11.0,0.5117982099267697,0.4807692307692307,0.43541364296081225,0.48717948717948717,0.4485839149995383,0.0,35.08,0.24369347929557109,293.34,0.09565563969709398,0.666666666666665,13.37,78.14,0.0,2.73,0.33483296640183774,8.97,0.445969125214408,0.388888888888889,3.6,17,24.555999999999997,26.677,297.78,77.32,56.829,297.51,77.98,33.403999999999996,297.41,79.74,45.007,296.88,78.9,7303.69108
sj,12.0,0.5117982099267697,0.5961538461538461,0.26124818577648734,0.28205128205128205,0.25612829138245113,0.0,30.13,0.2379819133745862,293.25,0.11956954962136294,0.6388888888888861,11.1,77.88,0.0,2.54,0.3654637695032066,6.97,0.5031446540880505,0.4583333333333335,5.7,17,21.090999999999998,24.555999999999997,297.43,78.14,26.677,297.78,77.32,56.829,297.51,77.98,33.403999999999996,297.41,79.74,6272.674309999999
sj,13.0,0.7558991049633849,0.673076923076923,0.5515239477503622,0.5128205128205129,0.1503936355157141,0.0,36.5,0.2532127558305567,293.74,0.16739736946990993,0.666666666666665,21.26,80.0,0.0,2.76,0.35972049392169975,6.59,0.5031446540880505,0.6111111111111109,26.9,16,25.549999999999997,21.090999999999998,297.41,77.88,24.555999999999997,297.43,78.14,26.677,297.78,77.32,56.829,297.51,77.98,7600.3585
sj,14.0,0.5768917819365338,0.673076923076923,0.5805515239477497,0.43589743589743585,0.34864611526584605,12.92,42.48,0.1580199904807222,292.48,0.039856516540454315,0.6388888888888861,20.9,75.66,12.92,2.29,0.20273762802718445,6.81,0.12578616352201233,0.388888888888889,4.1,16,33.611999999999995,25.549999999999997,297.47,80.0,21.090999999999998,297.41,77.88,24.555999999999997,297.43,78.14,26.677,297.78,77.32,9984.780719999999
sj,15.0,0.5931651749389747,0.7884615384615385,0.34833091436864977,0.3333333333333333,0.0070953519068468075,6.0,28.98,0.24750118990957182,293.62,0.023913909924273495,0.6851851851851823,19.78,79.63,6.0,2.63,0.21422417919019818,6.51,0.12578616352201233,0.4583333333333335,18.8,15,22.086,33.611999999999995,297.06,75.66,25.549999999999997,297.47,80.0,21.090999999999998,297.41,77.88,24.555999999999997,297.43,78.14,6567.71382
sj,16.0,0.4304312449145647,0.4423076923076923,0.29027576197387484,0.4102564102564102,0.3804128868749315,44.57,86.22,0.19609709662065383,292.17,0.0,0.6944444444444438,21.9,73.35,44.57,2.01,0.25442710826074494,6.27,0.1829616923956544,0.4583333333333335,19.4,23,73.725,22.086,297.37,79.63,33.611999999999995,297.06,75.66,25.549999999999997,297.47,80.0,21.090999999999998,297.41,77.88,21916.967999999997
sj,17.0,0.5117982099267697,0.6153846153846154,0.3773584905660373,0.43589743589743585,0.5341455115232795,32.72,57.33,0.3579247977153768,294.03,0.055799123156639666,0.7592592592592574,19.7,78.45,32.72,2.3,0.4496984780319711,8.01,0.5717552887364203,0.5416666666666665,3.5,16,49.94699999999999,73.725,297.28,73.35,22.086,297.37,79.63,33.611999999999995,297.06,75.66,25.549999999999997,297.47,80.0,14887.702289999996
sj,18.0,0.6419853539462977,0.5576923076923077,0.34833091436864977,0.3333333333333333,0.18865288599380975,0.0,26.12,0.515944788196099,294.97,0.16739736946990993,0.7962962962962976,8.38,79.36,0.0,2.8,0.5990236431511436,7.71,0.5031446540880505,0.6944444444444445,2.8,17,18.284,49.94699999999999,298.07,78.45,73.725,297.28,73.35,22.086,297.37,79.63,33.611999999999995,297.06,75.66,5463.80772
sj,19.0,0.49552481692432865,0.5961538461538461,0.14513788098693742,0.15384615384615383,0.07874449371128048,35.38,49.77,0.44930985245122135,294.81,0.15942606616181726,0.8055555555555537,20.6,79.54,35.38,2.41,0.526275485785393,6.93,0.445969125214408,0.6944444444444445,40.2,12,45.453,18.284,298.83,79.36,49.94699999999999,298.07,78.45,73.725,297.28,73.35,22.086,297.37,79.63,13574.083920000001
sj,20.0,0.5117982099267697,0.4423076923076923,0.26124818577648734,0.12820512820512822,0.304126260164062,4.16,32.79,0.39029033793432355,294.62,0.09565563969709398,0.7500000000000013,35.37,80.07,4.16,2.5,0.4496984780319711,6.59,0.3201829616923957,0.6944444444444445,32.8,17,24.201,45.453,298.64,79.54,18.284,298.83,79.36,49.94699999999999,298.07,78.45,73.725,297.28,73.35,7219.88433
sj,21.0,0.4141578519121237,0.5,0.11611030478954995,0.23076923076923078,0.013819705021178769,51.16,75.29,0.39980961446929836,295.12,0.11956954962136294,0.7870370370370362,59.3,81.3,51.16,1.86,0.6143390447018284,6.7,0.445969125214408,0.6944444444444445,3.6,10,68.051,24.201,298.33,80.07,45.453,298.64,79.54,18.284,298.83,79.36,49.94699999999999,298.07,78.45,20318.66758
sj,22.0,0.5280716029292107,0.5576923076923077,0.43541364296081225,0.5384615384615385,0.18308790410608675,55.37,79.87,0.4816753926701573,295.27,0.1753686727780026,0.814814814814815,43.4,81.09,55.37,2.14,0.7196324303627839,7.01,0.6289308176100624,0.763888888888889,5.6,15,72.52,68.051,298.58,81.3,24.201,298.33,80.07,45.453,298.64,79.54,18.284,298.83,79.36,21669.7012
sj,23.0,0.4467046379170056,0.4230769230769231,0.17416545718432488,0.3076923076923077,0.21717341816839014,8.08,49.51,0.6454069490718752,294.93,0.2152251893184569,0.8240740740740711,5.0,76.07,8.08,2.87,0.7445199578826459,7.5,0.6289308176100624,0.763888888888889,20.6,19,37.080999999999996,72.52,298.81,81.09,68.051,298.58,81.3,24.201,298.33,80.07,45.453,298.64,79.54,11106.501119999999
sj,24.0,0.47925142392188763,0.5576923076923077,0.31930333817126233,0.3076923076923077,0.4648151121720637,6.09,47.81,0.706330318895768,295.49,0.23116779593463774,0.9166666666666636,5.82,77.04,6.09,2.4,0.7751507609840148,7.97,0.6975414522584331,0.847222222222222,9.4,21,35.294,37.080999999999996,299.52,76.07,72.52,298.81,81.09,68.051,298.58,81.3,24.201,298.33,80.07,10584.317659999999
sj,25.0,0.3978844589096826,0.4230769230769231,0.2031930333817124,0.20512820512820512,0.23641898053009885,44.25,67.92,0.6872917658258075,296.3,0.2391390992427259,0.9166666666666636,17.0,81.42,44.25,2.17,0.9091605245525033,7.14,0.6975414522584331,1.0,3.3,14,60.818999999999996,35.294,299.89,77.04,37.080999999999996,299.52,76.07,72.52,298.81,81.09,68.051,298.58,81.3,18232.319819999997
sj,26.0,0.4304312449145647,0.4807692307692307,0.3773584905660373,0.28205128205128205,0.45785888481241,73.76,111.99,0.5940028557829681,296.23,0.28696691909127287,0.8518518518518499,37.8,82.75,73.76,2.04,0.713889154781277,7.4,0.5717552887364203,0.6944444444444445,12.4,18,100.52099999999999,60.818999999999996,299.78,81.42,35.294,299.89,77.04,37.080999999999996,299.52,76.07,72.52,298.81,81.09,30096.992609999998
sj,27.0,0.5117982099267697,0.5961538461538461,0.4063860667634248,0.38461538461538464,0.1432055339107386,26.7,57.96,0.5768681580199918,295.95,0.2789956157831802,0.8240740740740711,51.99,81.69,26.7,2.14,0.8019527136977126,6.6,0.5717552887364203,0.847222222222222,24.7,13,48.581999999999994,100.52099999999999,299.41,82.75,60.818999999999996,299.78,81.42,35.294,299.89,77.04,37.080999999999996,299.52,76.07,14543.993339999999
